id,final,source,old_name,old_address,old_lat,old_lng,google_place_id,google_name,google_address,google_lat,google_lng,name_sim,distance_m,business_status,food_signal,google_primary_type,google_types,google_phone,google_rating,rating_count,opening_hours,has_photo,photo_name,photo_attribution,llm_verdict,llm_conf,llm_reason,google_maps_uri
175,verified,regular,חבש,"Ha-Negev St 10, Tel Aviv-Yafo, Israel",32.0615524,34.7789066,ChIJjVoRTGNLHRURCCEKi96C9XE,Habash,"Ha-Negev St 10, Tel Aviv-Yafo, Israel",32.0615524,34.7789066,1.000,0,OPERATIONAL,food,ethiopian_restaurant,ethiopian_restaurant;restaurant;point_of_interest;food;establishment,054-469-6076,4.5,251,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 3:00 PM | Saturday: Closed | Sunday: 11:00 AM – 11:00 PM,yes,places/ChIJjVoRTGNLHRURCCEKi96C9XE/photos/AaVGc3kY4HII9vuFf-z_21mUpRGDKcPxbIOepmSZi4EML_DMxDw9i-QmfO2Dp86mEJCk3I357Ssc27tx-Bge4JzqVS1AjXLMYrha7ybe4OvRVlSXtSeS7xeEEU3z8gTdrcgjRxPVNxF9NzbUa-xavxxUxRv267DjRbr-cFyPSSkfGyZh3uMT2_21h0_XwDWJnXiDQYI-ny2RhCS1N447-a-7HLJsa_GuNtcA293WNHmykyJJ7JleAEe7xZ_YiYQK07On1hnM96EBd0mVL5ocVW3mXjtIKkwLWYWgsD7RGNj07-drBq1DnuQkpnAF68B8rhSZgCkXG-oUJoL7wbLYDjQoDR7KROURGbHhRH6Yre2zvXeLJ3vcGk4dsoLzp_GlUlVKszUCKVb9CnDN9y1bAsdDnaNzqFy_hIBUV9qTTTYWx38,Habash,,,,https://maps.google.com/?cid=8211613387907014920&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
184,flagged,llm-no,קופי טיים,"אבא אחימאיר 27, מרכז שוסטר, תל אביב, Israel",32.124929,34.803568,ChIJ__-PWxNJHRURvHFyuyQYulY,Arcaffè,"Schuster Centre, Aba Akhime'ir St 23, Tel Aviv-Yafo, 6949209, Israel",32.125146,34.8033589,0.000,31,OPERATIONAL,food,cafe,cafe;breakfast_restaurant;restaurant;food;point_of_interest;establishment,03-739-8397,4,1095,Monday: 7:00 AM – 7:00 PM | Tuesday: 7:00 AM – 7:00 PM | Wednesday: 7:00 AM – 7:00 PM | Thursday: 7:00 AM – 7:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 7:00 AM – 7:00 PM,yes,places/ChIJ__-PWxNJHRURvHFyuyQYulY/photos/AaVGc3lhA7G2rGGm3mKhUuacUIh6iQN5I42PFJ1nIqGpAoHmp1JE8JcexGtQ95TaUIBZ6vLOKckT-mW7MURzPBrLuK4gPbtkhU4AiA27DD_ep62Uan0K_-xhRj699N-vQrw4U0zMrnKCp2jn-x25cRFOHhreDqEDyrvdinhieVmGTzczuTNRTNr3gmauzmrBmz0GGx1cs_WZdOtfFRbiNYokORcxaJoNGFEs3IMDhB1TTvow-CF6MwLF25gx0UulC4-4z2tZv0ID2NcR23RkxRv_DYZku8DMjlYmMYnGU3BUxsjYn9YxWqcqCWTcKyKxQl_lmlFCiGuI7Bx86gFvKzNkJI9E14fMcb8g3kPBF0mznFB1claYVLrVDGFXYOLojpzZx8MZ8vkK2-fm3mD8T1-JzOLgvfRemmurmxEUa84HMpqdYQ6e,Gelyana,no,0.85,Different business names (קופי טיים/Coffee Time vs Arcaffè) with no translation/transliteration match. Same mall and street but different house numbers (27 vs 23) and different brands indicate separate businesses.,https://maps.google.com/?cid=6249333978972713404&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
195,no_match,llm-no,שומשום בר בריאות,"אורי צבי גרינברג 25, צפון תל אביב, Israel",32.1301798,34.792313,ChIJD_iLsMZLHRUROFIV-yYzJc0,שומשום בר בריאות,"Yitzhak Sadeh St 8, Tel Aviv-Yafo, Israel",32.064895,34.785362899999996,1.000,7289,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,1-700-707-724,4,45,Monday: 10:00 AM – 4:00 PM | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: Closed | Saturday: Closed | Sunday: 10:00 AM – 4:00 PM,yes,places/ChIJD_iLsMZLHRUROFIV-yYzJc0/photos/AaVGc3mAI0xkNRZvFQTTKNg77WU9fOlvKz73Y27WO0VcDTob6nzDVeeZxjKz5oi__rNvb88nl40wprJJ_ZYEp7okodNVypPqJ7hOmxXFGbhiHTMIZskOIDQ72yw8EW3ag7xWMSS17GOQ6_oU6LELJYIJrKO0ytOxNa2ZG6_b1cg9mpymtA6gx2NeqTDz-z_ohTffseZx5_OerfizPDa_3Wnb1Wq4YoGt4HnxsOQUZdsUpE64mkQuNLOsn8yR-zSd2nsdzkkoftrDjqERtXlJcinulpCjC0oSKrZqYiL43Zouy9msyJQvkxAQw4lPnjCITd6iXp1fXk1-RDJpmgaat-CwMjXCW8XaJL7qlvEqyuEsOroaBL2Rhl3SIMItwJ2H4LqYR5paItfA5G9yzCAxZmIuZFZkTRYXgK-QgKdPTmL2PxcuCdJk,Omer Israeli,no,0.95,"Different streets (Uri Tzvi Greenberg vs Yitzhak Sadeh) and 7.3km distance apart. Both in Tel Aviv area but clearly different locations. Despite matching name, the address mismatch is too significant.",https://maps.google.com/?cid=14782277594427773496&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
204,no_match,llm-no,רחל המבשלת-אוכל טבעוני,"הקשת 10, תל אביב, Israel",32.042931,34.774244,ChIJr-8cIMlKHRUR_J7WVW8N4LY,עומר טל - מטבח שף טבעוני,"HaMiktso'a St 4, Tel Aviv-Yafo, Israel",32.0605652,34.7849907,0.200,2207,OPERATIONAL,food,catering_service,catering_service;vegan_restaurant;vegetarian_restaurant;food_delivery;service;restaurant;food;point_of_interest;establishment,055-723-3626,5,30,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: Closed | Saturday: Closed | Sunday: 9:00 AM – 5:00 PM,yes,places/ChIJr-8cIMlKHRUR_J7WVW8N4LY/photos/AaVGc3mvpuOTWCg-XglpJ-vSQcritL-z3J5pGQ9G1YxLk4Y5GIs2R3TkPyUj0TCJkB6Wn2xyhXuRSq643WO4E0cakjyLbdmQXJ1NNA1ud3_Tb4Oa3zaHmgQGS0fqc2Lcj7odt3Zwx5p_PVPeQ_ldfHYXaKapRfcMOTRtzhK8Bq3P8-X3PqbPuuKC9Axxo-zV8yqtPyq6X35XZHZadX6IkVod69p0NcQyFCsQGeuW_lUOBruNaWq1SaVHGj6Rr--6fXsM0aC92l8LrhCW14IPRO2iQfRevSJv26EMQhB-MJx-BX-R5P9t9UtS9YqESb6E5adS1nVmfEE91ortITJTCDk_HlQb7zHKNmnmbD2GGsWbwOZj7A3gQkjX5_hg47NmKunVBG2tnibjhPwzUvAGuWHy9ZFPk6F8PJSq-YA3PMrEgns3oVXW,עומר טל - מטבח שף טבעוני,no,0.95,"Different business names (Rachel the Cook vs Omer Tal), different streets (HaKeshet 10 vs HaMiktso'a 4), 2.2km apart. No translation/transliteration match. These are distinct vegan restaurants.",https://maps.google.com/?cid=13177547281518731004&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
210,flagged,rule,פליים,"אליעזר פרי 10, תל אביב, Israel",32.086479,34.769713,ChIJ13Xs3QhNHRURYmwbpgxOH_4,Flame TLV,"Eliezer Peri St 10, Tel Aviv-Yafo, Israel",32.086529999999996,34.7695666,0.333,15,CLOSED_PERMANENTLY,food,restaurant,restaurant;food;point_of_interest;establishment,073-338-3833,4.2,290,,yes,places/ChIJ13Xs3QhNHRURYmwbpgxOH_4/photos/AaVGc3m7MJrvrko4ztONah2PccFXw3QfjFRFg-um0MU1ZfUEjtkqy86iezFxEhCHMwoSTDfkKcipcNmgC7vNCZB-LQNVHjfge2JOMeWVzZFBjpImWPXylUbIPV4r62l0CNVMFQUKsIDMRXTxu4DEuxJAnEvwvWFO15M8SLbp4f4F0WMFBmV2uhD24oAHPDXWa6qhRe_eVrf1C41YQ0b8xiobMDE5pJ9Orey4FEfWJdbjT3RfmZl-b5uWn5EiiAgKXSIA2c2f70rNUUddqGO4KH36r5sqCC9hCUUh3XVIRkaIVMfBX1iJc_p7mLCxont1OMBB_Bgr2fdb2eez2XHAywTaw_MM0t0qo33VUgLio15o5AwyeiN4FwSnUza8_AK4KWO1YrDal0U8TQ3-WycA4QrX2GCLNkqxNfUuXLmfnVZt9kRArg,מיכה קוטנר,,,,https://maps.google.com/?cid=18311440426145115234&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
216,verified,regular,חומוס הבן של הסורי,"Yigal Alon St 121, Tel Aviv-Yafo, Israel",32.074912499999996,34.7954481,ChIJq6qqqp1LHRURWSaITLP7kxM,חומוס הבן של הסורי,"Yigal Alon St 121, Tel Aviv-Yafo, Israel",32.074912499999996,34.7954481,1.000,0,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,03-676-7505,3.9,442,Monday: 7:45 AM – 9:00 PM | Tuesday: 7:45 AM – 9:00 PM | Wednesday: 7:45 AM – 9:00 PM | Thursday: 7:45 AM – 9:00 PM | Friday: 7:45 AM – 3:00 AM | Saturday: Closed | Sunday: 7:45 AM – 9:00 PM,yes,places/ChIJq6qqqp1LHRURWSaITLP7kxM/photos/AaVGc3nfsXZOFKR2ljS3vtyVp7Z0L16R-3pJD8ftYTGGnfRvPREtZjxr1Rq3UwqP1_sncOvpI10NM64i0e_brxlU-6f4pbrxUXWGDwxtCwbAuXvZUASnszROFRNcSiFVaJnQAbM-mDN4t_XGfLeJlAT1MJ1iwhMRkT9tQIwFjaJIQDM3ZOtGQmsW20i1SIDunt18454WaICre_FlEKnW0SsVVSwIzqzimIUiTjCYmYEsVYVRQ157jqutUqrVkO4-gLYczGc_Wh1_wHliWgNVU_xO6iaQfTNIGJTsoBI3wbnuiE8bxK_yMuoMUw-OdZtTFmLpO-G8Qr_k8xcfaHBNJASw4pq-sowt4WFtnaEYBFItyj3HvkrerDpKkJvY5q8GGX3eZa2Io-X-iEteY90KjPm6dkjsxJTAW7LVTTTUCwQ-r_3qdNY,Dmitry Ryzhkovich,,,,https://maps.google.com/?cid=1410747855798806105&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
237,no_match,llm-no,גולדות,"אלנבי 78, תל אביב, Israel",32.067826,34.77089,ChIJf45Oss1NHRURoGuqxctSgJE,Golda,"Rothschild Blvd 22, Tel Aviv-Yafo, 6688218, Israel",32.0627892,34.7714755,0.500,563,OPERATIONAL,food,ice_cream_shop,ice_cream_shop;dessert_shop;confectionery;food_store;store;food;point_of_interest;establishment,03-670-4303,4.4,565,Monday: 10:00 AM – 12:30 AM | Tuesday: 10:00 AM – 1:00 AM | Wednesday: 10:00 AM – 1:00 AM | Thursday: 10:00 AM – 3:30 AM | Friday: 10:00 AM – 3:30 AM | Saturday: 10:00 AM – 1:00 AM | Sunday: 10:00 AM – 12:30 AM,yes,places/ChIJf45Oss1NHRURoGuqxctSgJE/photos/AaVGc3nMCdbYmaXzdrVyUJXSrCRYIBrMob0kOVD4vwHUzP4uH0a6m1TpQqfJnO01yOiN-xaoQQqX2qy9dgZ4fGN9vQW2CTk94AfFJzKMtO7O0SWSOPc6q20suUKgJ74oExwhL2MUcmwVsdKuJbGC-BE4-bdvUbxFg2D6G1Nkvo_jWejCPiiwrv_xYwyzHxYwLOJskcoP1-CSFTPT_ZLc6EuxyvNKsSNKf5kUz7mnhHLdBnZ3AOunkNO8BY8dLjrK2uA_W1aPY21aA27Jv0_ZpDO6EJTeo_Ih17l7XA64tagJ237wHVaxwCp2Q_0N_2BZY6AvSUz8gFvyLSU_psIwTQQRJ_60maKdsktVDsSjqxVNk0oSgWO2dnH0q0127NxBxVVP89TXT9r6QdNR7wl7tDFs7drmsIosWZVzzaeG6AOZsAXXt917,Елена K,no,0.95,"Different streets (Allenby 78 vs Rothschild 22) and 563m apart. While 'גולדות' translates to 'Golda', the address mismatch is too significant - these are distinct locations in Tel Aviv.",https://maps.google.com/?cid=10484470967666633632&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
275,verified,regular,אלוף הסביח,"Carlebach St 18, Tel Aviv-Yafo, Israel",32.0707205,34.7825503,ChIJCb5xlOxLHRURRsWU4HgFDf0,אלוף הסביח,"Carlebach St 18, Tel Aviv-Yafo, Israel",32.0707205,34.7825503,1.000,0,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,052-835-5113,3.9,39,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 12:00 – 2:00 PM | Saturday: Closed | Sunday: 10:00 AM – 9:00 PM,yes,places/ChIJCb5xlOxLHRURRsWU4HgFDf0/photos/AaVGc3lPuEF6SwZXqkcPQmbMe0FjR-JklOsf8-5QELv5Mqt3qvaOilkYquc4IKLqIbfiS19CSaWNWLOgXcW-6GbNCC7Cvr--kre0gLEWZIMLOTZ6nZd9WP9rACANrsof2vUWKHRT4Iurq62DwYfpCxsfeBSY-n2DJlDKYBF2MCZ_cxC-Kr52VJVlAhbG-lTVtXLXVF_bWd0E0JGdMBcotgyuL3-Ft9YfL7b9SFI7e_wpXJgyz9YzQupjdXCU42ft9wmPMAMvafyM3S5dra9cnEzDok4uLMVqR1vnS4btmyE2oRMeVPMpqAI5tnvsiNkgcj503rXEneisBJCJ6coBrH3TiQWTBZQQF11YGJQ9BIz7nRpQE1BFUujp5SgHVJbWC6MXl3wou0y5rKxRGVpA5g3mwFefU_2ptpgxhjNZiPDxyRR7nA,Dovi Rosh Hai,,,,https://maps.google.com/?cid=18234236483015066950&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
279,verified,llm,מסעדת באביקה Babica,"שד' רוטשילד 60, תל אביב, Israel",32.0852997,34.7818064,ChIJ8VodmO_rBaYRZVQBzcWNNCM,BABICA מסעדת שף אותנטית כשרה,"Rothschild Blvd 60, Tel Aviv-Yafo, Israel",32.0643822,34.7760701,1.000,2388,OPERATIONAL,other,,point_of_interest;establishment,052-339-0044,3,3,Monday: 5:00 – 11:00 PM | Tuesday: 5:00 – 11:00 PM | Wednesday: 5:00 – 11:00 PM | Thursday: 5:00 PM – 12:00 AM | Friday: 11:00 AM – 3:00 PM | Saturday: Closed | Sunday: 5:00 – 11:00 PM,yes,places/ChIJ8VodmO_rBaYRZVQBzcWNNCM/photos/AaVGc3nzt_aZaM1ZElW7GWdHRcc5_bWcOgxK96cl2q8qhGwR-bk7cgzIDStZfdscaYd5x2H-3gVharnK-KcXVjJklc5FtB18xzq06aCnfjmYFRXBurU7yve9Uqs5aBb4NBGWO9kN1w744U1liKtOfxSTlduQUrNqldlf5WKeCnGTGkr5PIo73Iv1ZB9_V5T68WPTsjDZhpt60BTk6MBXby1ttziqw_3UAuBEIWEc--VJJnlkZTRyPfMbE1f3jKM9bZzI5Sj5N6t3n4XY7vWO_wB-CSZdF59jQqsqXMz0r9Nay4llkM5jRWqx0-aJqRMuBp6UVsYqRXgEvBlBOV5NmpAD8A7deKF3Rwr557CUMDVcVg9lfifFjSppBQGXd5Ufq8BR1koJhOtwnix-bdWD29f72qJGI061qETfHLd_d0h4nGik9QDgagmgUkfR_4p5QtKA,BABICA מסעדת שף אותנטית כשרה,yes,0.99,"Identical address (Rothschild Blvd 60, Tel Aviv) and matching unique name 'Babica'. Large distance_meters value likely reflects coordinate precision issues, not actual location difference. Both refer to same restaurant.",https://maps.google.com/?cid=2536808370803922021&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
292,flagged,llm-no,כרמלי'ס בייגל בייקרי,"יצחק שדה 27, תל אביב, Israel",32.065203,34.787788,ChIJ53E7-R1LHRURUwOyHXF43V0,כרמליס בייגל,"Ben Avigdor St 3, Tel Aviv-Yafo, Israel",32.0675919,34.787729399999996,1.000,266,OPERATIONAL,food,bagel_shop,bagel_shop;salad_shop;sandwich_shop;cafe;bakery;food_store;store;restaurant;food;point_of_interest;establishment,03-547-2844,4.4,30,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 1:00 PM | Saturday: Closed | Sunday: 9:00 AM – 6:00 PM,yes,places/ChIJ53E7-R1LHRURUwOyHXF43V0/photos/AaVGc3klnytQ8EThmZ_PpYU5sEBrOx1n_K3-2cJTiBSFNIsInMv3dbwcIfMxepdoaSVrYSrbrGP5H5rXnc4M8Bm9YhSBxay5uGr8f33gBblc9Kc-EM3NgTaXp9r8CXxUmWVA8gyBdGyR5DzxO4xI_JKWPu90i2DR36rs20P1_C3PndJMevZ-rr0OI6EUnYxPF-iwKPer7xoa3MlX3YVnTiFqQC37xzlZEfWzUCqHXhfyOKMOJQBt6-G3MzYSudYy2bxc6ivw5Rc58_9NOp4uo7VZVF7a-XISPXm0TYfjmuy80EE-t1yPxsHXeX9QU3LqmpVJOWR7QBCxUBwNv2Kl0ie2ks1ALU6pFM1q5dceNHkT1EWKufOTKsGwmIOD4bZmcpTIj36XWgWLu5L8DmHgricI_X_d85gkr6F6sueiv656dvlzFzgq,Tzach Yashar,no,0.85,"Different street addresses (Yitzhak Sadeh 27 vs Ben Avigdor St 3) with 266m distance. While names match (Carmeli's Bagel Bakery), the significant distance and different streets suggest different locations. No clear evidence these are the same physical business.",https://maps.google.com/?cid=6763694642605196115&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
398,no_match,llm-no,בורגראנץ',"לוינסקי 108, תחנה מרכזית חדשה תל אביב, Israel",32.0905325,34.8224896,ChIJvXUBUmFLHRURp9WXFwueV1w,Tel Aviv Central Bus Station 7th Floor/Platforms,"Tel Aviv-Yafo, Israel",32.056141,34.779263,0.185,5587,OPERATIONAL,other,bus_stop,bus_stop;transit_stop;transit_station;transportation_service;point_of_interest;establishment,,2.9,1190,,yes,places/ChIJvXUBUmFLHRURp9WXFwueV1w/photos/AaVGc3kmgSjrBaWTv9N5lnoo5Zc2hYJNqqm8SnlnHkSPXQiYwBlexah5YTfaO2bmMLISogeI0UoVRwBaJS-WP5TkxwwuG9l04gY7BGH-fgbDxKg158A7rWZeaGY6iubKmZnymxc8XkVuwtITzR0L_eY6Qu6hOqGMhKkTJ9R3exdCPHKs3zHVi4kLoJUQrPQ8GGpU7l1EcqkfoEh2B9XyAUV8LJGv093QdbbH4QfEHDqo0z5mzc48BCtkiLebkd0J-wYom7QCBd4rN7GWLZTZ05tJ87hOgliDkNJNvSFsBjJy3EPWLCXbnKfcT2evuyh7HYMk_lgB2jE6C6GQtfh03kgOthH9XvhIiujJd7cjtL6zp-hE4y5j3QbICKgcBzPFl4xmXGeNYhP9eMpZH7LveMP9PBhNDe5RJaNRtLibf1NZp6GirTI,Abe Frcs,no,0.95,"Google listing is a bus station location descriptor, not a food business. Despite chain name match 'Burgerantz', Google's entry lacks a restaurant name and describes only a transit facility. No verifiable food business match.",https://maps.google.com/?cid=6653960744940852647&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
426,verified,regular,"בוטיק הפיתה סניף רובע י""ג","David HaMelech St 20, Ashdod, Israel",31.7752887,34.641973199999995,ChIJ-_0rUPWiAhUR9WoRoqoUXIw,"בוטיק הפיתה סניף רובע י""ג","David HaMelech St 20, Ashdod, Israel",31.7752887,34.641973199999995,1.000,0,OPERATIONAL,food,bakery,bakery;food_store;food;point_of_interest;store;establishment,08-956-1000,4.5,819,Monday: 6:00 AM – 9:00 PM | Tuesday: 6:00 AM – 9:00 PM | Wednesday: 6:00 AM – 9:00 PM | Thursday: 6:00 AM – 9:00 PM | Friday: 6:00 AM – 4:00 PM | Saturday: Closed | Sunday: 6:00 AM – 9:00 PM,yes,places/ChIJ-_0rUPWiAhUR9WoRoqoUXIw/photos/AaVGc3nasOPG1nN-42v-Xv9OmCW18MG0z-gH6Oh3Quz_SfO5IgoarULioqHEUB-Rw4YOjaA6aUBAobUwVmNbEzUSpHYBYnJuZJ6Ja9fg7l72AQMmhlUOMkxcewfRTxAYOYVRlHTeXyGQ8Vq4Yn3ufk6lBiuF_8-6qfCFJJIwT8pCay6CNRq5gZMFMLl0oYQ81JAksbjPf1ESCbYlvN9GHhDjwv2x9GkdvEBElATKkTAJ9adO4y1FOUOeHVgbNPJWhmUakfS8v5kMOlAV4Ee4lVuvbmbI7FPOHxd0KGpP4xwogc4rL4xyl6hBgQDAsHNZf1oorovmJrA1ubk9DueOROgUP6Gsm-DofzlBY165kkdZM_nD3pg7933qkTfCAEOa1G9lrR3XONO626pdyNzpW8R1eFc3v-7QFr6pk-2MvT9l2V55inPP,Dotan Harpaz,,,,https://maps.google.com/?cid=10113981586263337717&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
430,flagged,rule,בנדורה,"צה""ל 1, אשדוד, Israel",31.7934116,34.6395461,ChIJkf9mGsC8AhURgi7VH4Yt-1g,Bandura Ashdod,"Tsahal St 1, Ashdod, Israel",31.7925157,34.6397532,0.500,102,CLOSED_PERMANENTLY,food,gyro_restaurant,gyro_restaurant;restaurant;point_of_interest;food;establishment,050-808-6325,3.8,50,,yes,places/ChIJkf9mGsC8AhURgi7VH4Yt-1g/photos/AaVGc3lSPS3f36sE-4Dg6qdCJu4R3Z5s4wCCoMv23cqruWuoym5cHf6Fb1dYFK8xNQVMhbY56gkETIP3a6_jZEWnQ_e_glpTBlPTWr8_eBWpZOsybRWOv-EAcDuWTRxAjIkK1dBlCuUdaMEIA2itPK0tWX74hmH2ZLwVjR5aKLjRGcsNtRAorxnI7C-5aWeLAPK3t7DvUEDSNG807R0jj26P_TxPo3FY-pnl-Az5ED-bcg302HGwTRFWUKUlS5lkiV3mR2e5gH-z8JrS3FUv5o3Z7Mw4pl5jbFesFpOrM_nnn9Z6_2c13AY4mpSm81fKj69J5IRyggb-Bz-g6MvKNnC4u5zwC5uJbhAoaL5_7guRSYeTYHiqTtJWnD_lam2O_dgYbfnoExxriD4ctecllwFZWu7A3_7l-w2f9_YprDhV0is,אשדוד בתפריט,,,,https://maps.google.com/?cid=6411768548574965378&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
447,no_match,llm-no,ליון,"שד' משה סנה 1, אשדוד, Israel",31.7977314,34.6529922,ChIJjwsP7MKiAhURis1dyzUlt4o,Cafè Lyon big fashion ashdod,"Derech HaRakevet 1, Ashdod, Israel",31.775872600000003,34.665005799999996,0.167,2683,OPERATIONAL,food,cafe,cafe;breakfast_restaurant;restaurant;food;point_of_interest;establishment,08-631-5758,4.4,2513,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:30 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 2:00 PM | Saturday: 8:00 – 11:30 PM | Sunday: 8:00 AM – 11:00 PM,yes,places/ChIJjwsP7MKiAhURis1dyzUlt4o/photos/AaVGc3kCPwXfpYDmz1nEN1bkPiFlrCgDWo_NkQz7wF6GI-2XCCNk3TDixPe8Qq0YJYIDS_fPKR4h2SfVzV7PTsl6cIvjvvU3mvIzH8498ExdVPoglwNEkC9hgilaHPvmcl_ADW4HsPC1LX0WxaRmYROInPDnQAP_JkdHrI8UQyghOn2WG-NIK28FkpH_Tb_7ksJFtKzeZR0xkPK45DtDbEl5ftxdl5GUGH0u2a0FxoZUek3WiBKsI_5P9dDOvw7JLlwjE-jyZuXtpLRedupox-lQFibT0EV1vTBfHPzxC7QXJELu6dJZSlJq0lrU4w1aTZulWQ-1qnKNuDv6ivNcmmgUYxTELvvvI1CbIqZcR0zKCOpjZZ2WYtrL7BKg8bWaVGaRZHbWMeRuJn0jjVyRn1R-jvbbbCm8F3kQzuxAIBsjjTsB87Co,קפה ליון BIG fashion אשדוד,no,0.95,"Same city (Ashdod) and name matches (ליון=Lyon), but streets are completely different: 'Moshe Sana St.' vs 'HaRakevet St.' with 2.7km distance between them. These are two distinct locations in Ashdod.",https://maps.google.com/?cid=9995498810947521930&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
449,no_match,llm-no,ה-פריקסה,"אשדוד, Israel",31.7977314,34.6529922,ChIJ44zv5gejAhUR68yR5VD-mYc,Tunisian sandwich corner,"Rogozin St 1, Ashdod, Israel",31.807756800000003,34.644891099999995,0.154,1352,OPERATIONAL,food,restaurant,restaurant;point_of_interest;food;establishment,08-856-7161,4.3,126,Monday: 9:30 AM – 4:30 PM | Tuesday: 9:30 AM – 4:30 PM | Wednesday: 10:00 AM – 4:30 PM | Thursday: 9:30 AM – 4:30 PM | Friday: Closed | Saturday: Closed | Sunday: 9:30 AM – 4:30 PM,yes,places/ChIJ44zv5gejAhUR68yR5VD-mYc/photos/AaVGc3kVVJR9X9fFQzmHZ0ViuPBCqkNCiQ1JMB6HfPfaVvt-OTK1Ox_TJhfQ-jQTlKMuSWY5_WiXjwx-H69_mCNITb-czfH3_Nm6WV8cDvHj_MJSHOjSkkg6bMaGp7O8Tzqdt6u-Uw0wV4NuEoSerUMwOu0OHuSn5SdJtAJ31r2FTRVOCMLQUfWSZ4yToFaOlnOGg8gxS18M6kL94MR1GbeesS0TUEVDayh8Tyr9lbSi1IwAYp1_E-GX6tk_wT1yRp_PKk34mZgHD2fmOAb_UvRDpzESflj86CDtZFu2AArpciITiHCG6dKGE5ibbyi5wSyg7UC_7H_Q7bTepy-zIzOds2gYyS5ihIUzU4PjVD1thinJNPKb37GmQ3A9whhp93vf0PnPbjwtjyZW_5w-xjluV28SSTCUCnJUte2veDJ7Pell2nM,Zvi Shapira,no,0.85,"Names don't match: 'ה-פריקסה' (Ha-Frikesa, a Hebrew name) vs 'Tunisian sandwich corner' (English descriptive name). Large distance (1.3km) with only city-level address provided for listing A makes confirmation impossible. No clear translation/transliteration connection between the names.",https://maps.google.com/?cid=9771120489959378155&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
