id,name,original_address,current_google_name,current_google_address,google_place_id,google_name_he,google_name_lang_he,google_address_he,google_short_address_he,address_has_hebrew_he,google_name_en,google_name_lang_en,google_address_en,google_short_address_en,address_has_hebrew_en
7085,Bariloche רמת גן,"הרואה 186, רמת גן",Bariloche- מסעדה דרום אמריקאית,"Haroe St 186, Ramat Gan, Israel",ChIJQ9UriU5KHRURliVOjgtz5cA,Bariloche- מסעדה דרום אמריקאית,iw,"הרא""ה 186, רמת גן","הרא""ה 186, רמת גן",yes,Bariloche- מסעדה דרום אמריקאית,iw,"Haroe St 186, Ramat Gan","Haroe 186, Ramat Gan",no
7086,BALI | בר אוכל,"הרוגי מלכות 7, תל אביב",Bali - באלי בשכונה,"Harugei Malkhut St 7, Tel Aviv-Yafo, 6971407, Israel",ChIJ8_L7T_hJHRURi5A036AqsJk,Bali - באלי בשכונה,en,"הרוגי מלכות 7, תל אביב-יפו, 6971407","הרוגי מלכות 7, תל אביב-יפו",yes,Bali - באלי בשכונה,en,"Harugei Malkhut St 7, Tel Aviv-Yafo, 6971407","Harugei Malchut 7, Tel Aviv-Jaffa",no
7088,ג'פניקה ראש העין,"יהושוע בן נון 77, ראש העין",ג'פניקה ראש העין כשר | JAPANIKA ROSH HAAYIN KOSHER,"Yehoshu'a Bin Nun St 77, Rosh Haayin, Israel",ChIJn6I5n-83HRURASCyw0uPipE,ג'פניקה ראש העין כשר | JAPANIKA ROSH HAAYIN KOSHER,en,"יהושע בן נון 77, ראש העין","יהושע בן נון 77, ראש העין",yes,ג'פניקה ראש העין כשר | JAPANIKA ROSH HAAYIN KOSHER,en,"Yehoshu'a Bin Nun St 77, Rosh Haayin","Yehoshua Bin Nun 77, Rosh Haayin",no
7089,נקודת לחם,"שדרות וייצמן 6, רמת השרון",נקודת לחם,"4RWQ+G7X, Sderot Weizman 6, Ramat HaSharon, Israel",ChIJeybvVxFJHRURQ6RY9MqPXUA,נקודת לחם,iw,"4RWQ+G7X, שדרות וייצמן 6, רמת השרון","4RWQ+G7X, שדרות וייצמן 6, רמת השרון",yes,נקודת לחם,iw,"4RWQ+G7X, Sderot Weizman 6, Ramat HaSharon","4RWQ+G7X, Sderot Weizman 6, Ramat HaSharon",no
7091,פיצה טוביה,"גן החבל, שוהם",פיצה טוביה,"Ha-Khevel St, Shoham, Israel",ChIJQ0kxk1o1HRURR3ftbFELWds,פיצה טוביה - pizza tuvia - סניף שוהם,iw,"החבל, שוהם","החבל, שוהם",yes,פיצה טוביה,en,"Ha-Khevel St, Shoham","Hahevel, Shoham",no
7092,קפה הפינה,"חיים ויצמן 6, רחובות",הפינה,"Haim Weizman St 6, Rehovot, 7628102, Israel",ChIJZ8ENtgO3AhURXJRKFIkkrOw,הפינה,iw,"חיים ויצמן 6, רחובות, 7628102","חיים ויצמן 6, רחובות",yes,הפינה,iw,"Haim Weizman St 6, Rehovot, 7628102","Haim Weizman 6, Rehovot",no
7094,Burgers Bar רעננה,"אחוזה 184, רעננה",Burgers Bar,"Ahuza St 184, Ra'anana, 4330031, Israel",ChIJg4yLaws4HRURdOAXW9OsS44,בורגרס בר | BurgersBar | רעננה כשר בהשגחת הרב מחפוד,iw,"אחוזה 184, רעננה, 4330031","אחוזה 184, רעננה",yes,Burgers Bar,en,"Ahuza St 184, Ra'anana, 4330031","Ahuza 184, Ra'anana",no
7095,Yaman Bar,"רוטשילד 111, ראשון לציון",יאמן בר,"Rothschild St 111, Rishon LeZion, 7520542, Israel",ChIJz3yTcj-1AhURGBaJ9CsnB_s,יאמן בר,iw,"רוטשילד 111, ראשון לציון, 7520542","רוטשילד 111, ראשון לציון",yes,יאמן בר,iw,"Rothschild St 111, Rishon LeZion, 7520542","Rothschild 111, Rishon LeZion",no
7096,"פלאפל בריבוע - ראשל""צ","רוטשילד 85, ראשון לציון",פלאפל בריבוע - ראשל״צ מרכז,"Rothschild St 85, Rishon LeZion, Israel",ChIJ_2arJzi0AhURX2GUvU6Szg0,פלאפל בריבוע,iw,"רוטשילד 85, ראשון לציון","רוטשילד 85, ראשון לציון",yes,פלאפל בריבוע - ראשל״צ מרכז,en,"Rothschild St 85, Rishon LeZion","Rothschild 85, Rishon LeZion",no
7097,VIVINO פתח תקווה,"תוצרת הארץ 2, פתח תקווה",VIVINO,"Totseret ha-Arets St 2, Petah Tikva, 4951734, Israel",ChIJmzeW8thJHRUR5KtMPm7De1k,VIVINO - ויוינו פתח תקווה | כשר,iw,"תוצרת הארץ 2, פתח תקווה, 4951734","תוצרת הארץ 2, פתח תקווה",yes,VIVINO,en,"Totseret ha-Arets St 2, Petah Tikva, 4951734","Totseret HaArets 2, Petah Tikva",no
7098,פיצה פדאל,"זבולון 5, קרית אתא",פיצה פדאל,"Zevulun St 5, Kiryat Ata, Israel",ChIJ44ii8cq2HRURRILx_YYamf8,פיצה פדאל,iw,"זבולון 5, קרית אתא","זבולון 5, קרית אתא",yes,פיצה פדאל,iw,"Zevulun St 5, Kiryat Ata","Zevulun 5, Kiryat Ata",no
7099,B-FRESH - עזריאלי,"דרך מנחם בגין 132, תל אביב-יפו, תל אביב",B-FRESH עזריאלי תל אביב,"Menakhem Begin Rd 132, Tel Aviv-Yafo, Israel",ChIJzyuEW5lLHRURtOqsWkayL_k,B-FRESH עזריאלי תל אביב,iw,"דרך מנחם בגין 132, תל אביב-יפו","מגדלי עזריאלי, דרך מנחם בגין 132, תל אביב-יפו",yes,B-FRESH עזריאלי תל אביב,iw,"Menakhem Begin Rd 132, Tel Aviv-Yafo","Azrieli Center, Derech Menachem Begin 132, Tel Aviv-Jaffa",no
7102,מילה | Mila,"השיקמה 1, סביון",Mila Savyon,"HaShikma St 1, Savyon, 5651801, Israel",ChIJwyaLGV41HRURMTu-NEK91vI,Mila Savyon,en,"השיקמה 1, סביון, 5651801","השיקמה 1, סביון",yes,Mila Savyon,en,"HaShikma St 1, Savyon, 5651801","HaShikma 1, Savyon",no
7105,אווה ובתיה,"חנה סנש 28, קריית טבעון",Eva and Batya,"Khana Szenes St 28, Kiryat Tiv'on, 3603627, Israel",ChIJfQ_ncXNMHBURv-6S9qv2USQ,אווה ובתיה,iw,"חנה סנש 28, קרית טבעון, 3603627","חנה סנש 28, קרית טבעון",yes,Eva and Batya,en,"Khana Szenes St 28, Kiryat Tiv'on, 3603627","Hannah Szenes 28, Kiryat Tiv'on",no
7106,OREN MESHI-KG,"שדרות לכיש 153, קריית גת",מאפיית אורן משי- BIG כרמי גת,"Sderot Lachish 153, Kiryat Gat, Israel",ChIJ0RP8_qWRAhURNTUtGYogsW8,מאפיית אורן משי- BIG כרמי גת,iw,"שדרות לכיש 153, קרית גת","שדרות לכיש 153, קרית גת",yes,מאפיית אורן משי- BIG כרמי גת,iw,"Sderot Lachish 153, Kiryat Gat","Sderot Lachish 153, Kiryat Gat",no
7108,דבוש אבן גבירול,"אבן גבירול 64, תל אביב",Dabush,"Shlomo Ibn Gabirol St 64, Tel Aviv-Yafo, Israel",ChIJga3ovYVLHRURfKT3EcWbVWM,דבוש שווארמה אבן גבירול,iw,"שלמה אבן גבירול 64, תל אביב-יפו","שלמה אבן גבירול 64, תל אביב-יפו",yes,Dabush,en,"Shlomo Ibn Gabirol St 64, Tel Aviv-Yafo","Shlomo Ibn Gabirol 64, Tel Aviv-Jaffa",no
7109,Mantina,"האורזים 28, נתניה",Mantina מנטינה,"HaOrzim St 28, Netanya, Israel",ChIJg6F62Zw_HRURdkmTPgWCA34,Mantina מנטינה,iw,"האורזים 28, נתניה","האורזים 28, נתניה",yes,Mantina מנטינה,en,"HaOrzim St 28, Netanya","HaOrzim 28, Netanya",no
7110,B-FRESH - איכילוב,"ויצמן 6, תל אביב","B-FRESH איכילוב, ת""א","Weizmann St 6, Tel Aviv-Yafo, Israel",ChIJ1dcEN6JLHRURTeIJQ9SKung,"B-FRESH איכילוב, ת""א",iw,"ויצמן‬ 6, תל אביב-יפו","מגדל אשפוז חדש אריסון, ויצמן‬ 6, תל אביב-יפו",yes,"B-FRESH איכילוב, ת""א",iw,"Weizmann St 6, Tel Aviv-Yafo","Arison New Hospitalization Building, Weizmann 6, Tel Aviv-Jaffa",no
7111,לצ'ה,"החרושת 2, עכו",לצ׳ה פטייסרי,"HaHaroshet St 2, Acre, 2451705, Israel",ChIJHUA3BPfJHRURa0wJtSLO-zQ,לצ׳ה פטייסרי,iw,"החרושת 2, עכו, 2451705","החרושת 2, עכו",yes,לצ׳ה פטייסרי,iw,"HaHaroshet St 2, Acre, 2451705","HaHaroshet 2, Akko",no
7112,B-FRESH- ערבה,"פונדק עין יהב, עין יהב",B-FRESH פונדק עין יהב ערבה,"פונדק, עין יהב, Israel",ChIJUTxf9ibVAxURqgw_vaZL7VE,B-FRESH פונדק עין יהב ערבה,iw,"פונדק, עין יהב","פונדק, עין יהב",yes,B-FRESH פונדק עין יהב ערבה,iw,"פונדק, עין יהב","פונדק, Ein Yahav",yes
7113,דבוש נתניה,"דרך הרכבת 7, נתניה",Shwarma Dabush Netanya,"מתחם סונול, Derech HaRakevet 7, Netanya, Israel",ChIJ-8NTd_4_HRURHzwywWNJ688,דבוש שווארמה נתניה,iw,"מתחם סונול, דרך הרכבת 7, נתניה","מתחם סונול, דרך הרכבת 7, נתניה",yes,Shwarma Dabush Netanya,en,"מתחם סונול, Derech HaRakevet 7, Netanya","מתחם סונול, Derech HaRakevet 7, Netanya",yes
7115,Mucha נתניה,"הבונים 7, נתניה",Mucha,"Ha-Bonim St 7, Netanya, Israel",ChIJi-BNLnJBHRURH1UKavqMTyk,Mucha - נתניה,iw,"הבונים 7, נתניה","הבונים 7, נתניה",yes,Mucha,en,"Ha-Bonim St 7, Netanya","HaBonim 7, Netanya",no
7118,Planty אחד העם,"אחד העם 38, תל אביב","פלנטי אחד העם Planty - Healthy Bowls, Plates, and Salads","Ahad Ha'Am St 38, Tel Aviv-Yafo, 6581701, Israel",ChIJlc4oz3pNHRURnYHBmSSqD5k,"פלנטי אחד העם Planty - Healthy Bowls, Plates, and Salads",en,"אחד העם 38, תל אביב-יפו, 6581701","אחד העם 38, תל אביב-יפו",yes,"פלנטי אחד העם Planty - Healthy Bowls, Plates, and Salads",en,"Ahad Ha'Am St 38, Tel Aviv-Yafo, 6581701","Ahad Ha'Am 38, Tel Aviv-Jaffa",no
7120,קפה 360,"השלושה 2, תל אביב",360 Cafe,"Ha-Shlosha St 2, Tel Aviv-Yafo, 6706054, Israel",ChIJ71JBNHdLHRUR27tGI4sy5vg,קפה 360,iw,"השלושה 2, תל אביב-יפו, 6706054","השלושה 2, תל אביב-יפו",yes,360 Cafe,en,"Ha-Shlosha St 2, Tel Aviv-Yafo, 6706054","HaShlosha 2, Tel Aviv-Jaffa",no
7121,B-FRESH - עזריאלי רמלה,"שדרות דוד רזיאל 1 רמלה, רמלה",B-FRESH עזריאלי רמלה,"Sderot David Razi'el 1, Ramla, 7250038, Israel",ChIJLejigf7LAhURiimwA6BUZK8,B-FRESH עזריאלי רמלה,iw,"שדרות דוד רזיאל 1, רמלה, 7250038","שדרות דוד רזיאל 1, רמלה",yes,B-FRESH עזריאלי רמלה,iw,"Sderot David Razi'el 1, Ramla, 7250038","Sderot David Razi'el 1, Ramla",no
7122,Burgers Bar פתח תקווה,"רוטשילד 89, פתח תקווה",בורגרס בר | BURGERS BAR,"Rothschild St 89, Petah Tikva, 4933301, Israel",ChIJGT7pjww2HRURps5QYerhkQY,בורגרס בר | BurgersBar | פתח תקווה כשר בהשגחת הרב מחפוד,iw,"רוטשילד 89, פתח תקווה, 4933301","רוטשילד 89, פתח תקווה",yes,בורגרס בר | BURGERS BAR,en,"Rothschild St 89, Petah Tikva, 4933301","Rothschild 89, Petah Tikva",no
7123,אונמי - הילטון תל אביב,"הירקון 205, תל אביב",Onami Hilton Tel-Aviv - אונמי הילטון תל אביב,"HaYarkon St 205, Tel Aviv-Yafo, 6340506, Israel",ChIJC4Rc1wZNHRURnNgSSsCLPWc,Onami Hilton Tel-Aviv - אונמי הילטון תל אביב,en,"הירקון 205, תל אביב-יפו, 6340506","הירקון 205, תל אביב-יפו",yes,Onami Hilton Tel-Aviv - אונמי הילטון תל אביב,en,"HaYarkon St 205, Tel Aviv-Yafo, 6340506","HaYarkon 205, Tel Aviv-Jaffa",no
7124,פיצה קדוש,"נחל ירקון 147 כרמי גת, קרית גת",Kadosh Pizza,"ביג כרמי גת צמוד לקצפת, נחל ירקון 147, Kiryat Gat, Israel",ChIJKZu6ypiXAhURU2kvkzEEXiI,פיצה קדוש,iw,"ביג כרמי גת צמוד לקצפת, נחל ירקון 147, קרית גת","ביג כרמי גת צמוד לקצפת, נחל ירקון 147, קרית גת",yes,Kadosh Pizza,en,"ביג כרמי גת צמוד לקצפת, נחל ירקון 147, Kiryat Gat","ביג כרמי גת צמוד לקצפת, נחל ירקון 147, Kiryat Gat",yes
7125,יאשקה רמת השרון,"טרומפלדור 5, רמת השרון",יאשקה - רמת השרון,"Trumpeldor St 1, Ramat Hasharon, Israel",ChIJEVtTIqZJHRURQrAyS1TPBh8,יאשקה - רמת השרון,iw,"טרומפלדור 1, רמת השרון","טרומפלדור 1, רמת השרון",yes,יאשקה - רמת השרון,iw,"Trumpeldor St 1, Ramat Hasharon","Trumpeldor 1, Ramat HaSharon",no
7127,Ōtoro רמת גן,"חילזון 1, רמת גן",אוטורו,"Ha-Khilazon St 1, Ramat Gan, Israel",ChIJ5_7W2ydLHRURN0BdYsSGGN8,אוטורו,iw,"החילזון 1, רמת גן","החילזון 1, רמת גן",yes,אוטורו,iw,"Ha-Khilazon St 1, Ramat Gan","Hahilazon 1, Ramat Gan",no
7129,Shawarma Yoni 71 - רמת השרון,"סוקולוב 71, רמת השרון",Yoni 71,"Sokolov St 71, Ramat Hasharon, Israel",ChIJgxXkEUdIHRURbdO0To0kO48,יוני 71 - שווארמה וגריל בשרים,iw,"סוקולוב 71, רמת השרון","סוקולוב 71, רמת השרון",yes,Yoni 71,en,"Sokolov St 71, Ramat Hasharon","Sokolov 71, Ramat HaSharon",no
7130,קפה נדנדה,"המרגנית 10, רמת גן",Nadneda café,"גן צלינה בוויז, המרגנית 10, רמת גן, 5258410, Israel",ChIJx4I0LUhLHRURpS_vAgqudlM,קפה נדנדה,iw,"גן צלינה בוויז, המרגנית 10, רמת גן, 5258410","גן צלינה בוויז, המרגנית 10, רמת גן",yes,Nadneda café,en,"גן צלינה בוויז, המרגנית 10, רמת גן, 5258410","גן צלינה בוויז, HaMarganit 10, Ramat Gan",yes
7131,סוליקה באיינשטיין,"אינשטיין 7, תל אביב",סוליקה איינשטיין | Sulica Einstein,"Einstein St 7, Tel Aviv-Yafo, Israel",ChIJQ7Mgu1lJHRURSDtoPdLtyK0,סוליקה איינשטיין | Sulica Einstein,iw,"איינשטיין 7, תל אביב-יפו","איינשטיין 7, תל אביב-יפו",yes,סוליקה איינשטיין | Sulica Einstein,en,"Einstein St 7, Tel Aviv-Yafo","Einstein 7, Tel Aviv-Jaffa",no
7132,Bread,"לחי""י 2, ראשון לציון",Bread,"Lehi St 2, Rishon LeZion, Israel",ChIJxZydlGmzAhUR3Lke319XfPE,Bread,iw,"לח""י 2, ראשון לציון","לח""י 2, ראשון לציון",yes,Bread,en,"Lehi St 2, Rishon LeZion","Lehi 2, Rishon LeZion",no
7133,BBB BTW איכילוב,"ויצמן 6, תל אביב",BBB BTW איכילוב,"בניין סוראסקי, Weizmann St 6, Tel Aviv-Yafo, Israel",ChIJ33AlnEhLHRURUPlDS3uANGk,BBB BTW איכילוב,en,"בניין סוראסקי, Weizmann St 6, Tel Aviv-Yafo","בניין סוראסקי, מגדל אשפוז חדש אריסון, ויצמן‬ 6, תל אביב-יפו",yes,BBB BTW איכילוב,en,"בניין סוראסקי, Weizmann St 6, Tel Aviv-Yafo","בניין סוראסקי, Arison New Hospitalization Building, Weizmann 6, Tel Aviv-Jaffa",yes
7134,BIGA קריון,"דרך עכו 192, קריית ביאליק",Biga,"קריון, Derech Akko 192, Kiryat Bialik, Israel",ChIJtYZYnfm2HRUR8ITrsVdABpw,ביגה,iw,"קריון, דרך עכו 192, קריית ביאליק","קריון, דרך עכו 192, קריית ביאליק",yes,Biga,en,"קריון, Derech Akko 192, Kiryat Bialik","קריון, Derech Akko 192, Kiryat Bialik",yes
7135,אומבריה,"זלמן שזר, עפולה",UMBRIA,"Zalman Shazar St 4, Afula, 1827804, Israel",ChIJx3CC6UFTHBURwVZyH5VNXyY,UMBRIA,iw,"זלמן שז""ר 4, עפולה, 1827804","זלמן שז""ר 4, עפולה",yes,UMBRIA,iw,"Zalman Shazar St 4, Afula, 1827804","Zalman Shazar 4, Afula",no
7136,BIGA מודיעין,"לב העיר 2, עזריאלי מודיעין",Biga Modi'in,"Lev ha-Ir St 2, Modi'in-Maccabim-Re'ut, Israel",ChIJkSERXAXNAhURiHiKqDGjx5o,ביגה מודיעין,iw,"לב העיר 2, מודיעין מכבים רעות","לב העיר 2, מודיעין מכבים רעות",yes,Biga Modi'in,en,"Lev ha-Ir St 2, Modi'in-Maccabim-Re'ut","Lev ha-Ir 2, Modi'in Makabim-Re'ut",no
7139,Bodega,"קרליבך 14, תל אביב",Bodega Burger | בודגה בורגר,"Carlebach St 14, Tel Aviv-Yafo, Israel",ChIJmRZFH0VLHRURhQxFZsvrQik,Bodega Burger | בודגה בורגר,en,"קרליבך 14, תל אביב-יפו","קרליבך 14, תל אביב-יפו",yes,Bodega Burger | בודגה בורגר,en,"Carlebach St 14, Tel Aviv-Yafo","Carlebach 14, Tel Aviv-Jaffa",no
7140,גפניקה קריית גת קוויק,"אסתר המלכה 11, קרית גת",ג'פניקה קוויק קריית גת כשר,"אסתר המלכה 11, Kiryat Gat, Israel",ChIJvYSE3-OXAhURcoAgn7CMuJg,ג'פניקה קוויק קריית גת כשר,iw,"אסתר המלכה 11, קרית גת","אסתר המלכה 11, קרית גת",yes,ג'פניקה קוויק קריית גת כשר,iw,"אסתר המלכה 11, Kiryat Gat","אסתר המלכה 11, Kiryat Gat",yes
7142,Pizza X - דיזינגוף,"דיזינגוף 70, תל אביב",פיצה איקס - פיצה נאפוליטנית משובחת דיזינגוף Pizza X,"Dizengoff St 70, Tel Aviv-Yafo, 6433242, Israel",ChIJE4C1aH1LHRURumDepbuzDnU,פיצה איקס - פיצה נאפוליטנית משובחת דיזינגוף Pizza X,en,"דיזנגוף 70, תל אביב-יפו, 6433242","דיזנגוף 70, תל אביב-יפו",yes,פיצה איקס - פיצה נאפוליטנית משובחת דיזינגוף Pizza X,en,"Dizengoff St 70, Tel Aviv-Yafo, 6433242","Dizengoff 70, Tel Aviv-Jaffa",no
7143,מרכז נא לגעת,"רציף העליה השניה 6, תל אביב",Nalaga'at Center,"רציף העלייה השנייה, נמל יפו חניה קרובה:, חניון נמל יפו, Tel Aviv-Jaffa, Israel",ChIJz7coocdMHRURAfec_PSq92g,מרכז נא לגעת,iw,"רציף העלייה השנייה, נמל יפו חניה קרובה:, חניון נמל יפו, תל אביב-יפו","חניון נמל יפו, רציף העלייה השנייה, נמל יפו חניה קרובה:, תל אביב-יפו",yes,Nalaga'at Center,en,"רציף העלייה השנייה, נמל יפו חניה קרובה:, חניון נמל יפו, Tel Aviv-Jaffa","חניון נמל יפו, רציף העלייה השנייה, נמל יפו חניה קרובה:, Tel Aviv-Jaffa",yes
7145,יקב אדיר,"פארק תעשיה, רמת דלתון",Adir Winery,"18, פארק תעשיות, Dalton, Israel",ChIJ8fGABs0mHBURknJ45eUKO9Q,יקב אדיר ADIR WINERY,iw,"18, פארק תעשיות, דלתון","פארק תעשיות, 18, דלתון",yes,Adir Winery,en,"18, פארק תעשיות, Dalton","פארק תעשיות, 18, Dalton",yes
7147,Zota Pizza,"דיזינגוף 177, תל אביב",Zota Pizza,"Dizengoff St 177, Tel Aviv-Yafo, Israel",ChIJWdsiL4hLHRURZY3Ea35S5ZE,זותא פיצה תל אביב,iw,"דיזנגוף 177, תל אביב-יפו","דיזנגוף 177, תל אביב-יפו",yes,Zota Pizza,en,"Dizengoff St 177, Tel Aviv-Yafo","Dizengoff 177, Tel Aviv-Jaffa",no
7148,ארקפה קריית קריניצי - כשר,"יוסף ספיר 9, רמת גן",Arcaffè Kiryat Karinitsi,"Yosef Sapir St 9, Ramat Gan, 5262209, Israel",ChIJcQwDOk1LHRURKkJeOPpkolE,ארקפה,iw,"יוסף ספיר 9, רמת גן, 5262209","יוסף ספיר 9, רמת גן",yes,Arcaffè Kiryat Karinitsi,en,"Yosef Sapir St 9, Ramat Gan, 5262209","Yosef Sapir 9, Ramat Gan",no
7149,קפה נטו רעננה,"אחוזה 198, רעננה",CAFENETO,"Ahuza St 198, Ra'anana, 4355801, Israel",ChIJ3x-lHQs4HRURXbJrgYWik_8,קפה נטו,iw,"אחוזה 198, רעננה, 4355801","אחוזה 198, רעננה",yes,CAFENETO,en,"Ahuza St 198, Ra'anana, 4355801","Ahuza 198, Ra'anana",no
7150,יאשקה יהודה מכבי,"יהודה מכבי 62, תל אביב",יאשקה יהודה מכבי,"Yehuda HaMakkabbi St 62, Tel Aviv-Yafo, Israel",ChIJOYnXx2dLHRURdyiAPZmwbGA,יאשקה יהודה מכבי,iw,"יהודה המכבי 62, תל אביב-יפו","יהודה המכבי 62, תל אביב-יפו",yes,יאשקה יהודה מכבי,iw,"Yehuda HaMakkabbi St 62, Tel Aviv-Yafo","Yehuda HaMakkabbi 62, Tel Aviv-Jaffa",no
7151,BIGA עפולה,"המלאכה 23, עפולה",ביגה קפה מסעדה,"Ha-Melakha St 23, Afula, Israel",ChIJ61e-oedTHBURIRfy8YO_de0,ביגה קפה מסעדה,iw,"המלאכה 23, עפולה","בניין סיטיטק, המלאכה 23, עפולה",yes,ביגה קפה מסעדה,iw,"Ha-Melakha St 23, Afula","בניין סיטיטק, HaMelacha 23, Afula",no
7152,כרמל 76,"כרמל 76, רחובות",כרמל 76 ביסטרו קפה,"Carmel St 76, Rehovot, 7663005, Israel",ChIJQ9uKnnW3AhURr1WBsfEixFs,כרמל 76 ביסטרו קפה,iw,"כרמל 76, רחובות, 7663005","כרמל 76, רחובות",yes,כרמל 76 ביסטרו קפה,iw,"Carmel St 76, Rehovot, 7663005","Carmel 76, Rehovot",no
7153,B-FRESH - ביאליק רמת גן,"ביאליק 77, רמת גן","B-FRESH ביאליק, רמת גן","Bialik St 77, Ramat Gan, Israel",ChIJH54dCq1LHRURVm4vRqk-kQ4,"B-FRESH ביאליק, רמת גן",iw,"ביאליק 77, רמת גן","ביאליק 77, רמת גן",yes,"B-FRESH ביאליק, רמת גן",iw,"Bialik St 77, Ramat Gan","Bialik 77, Ramat Gan",no
7155,ג'פניקה רעננה-קוויק,"זרחין 1 ב', רעננה",ג'פניקה קוויק רעננה כשר | JAPANIKA QUICK RAANANA KOSHER,"Zarhin St 1ב, Ra'anana, Israel",ChIJZd4yOBM4HRURYk_fMOdr7OM,ג'פניקה קוויק רעננה כשר | JAPANIKA QUICK RAANANA KOSHER,en,"זרחין 1ב, רעננה","זרחין 1ב, רעננה",yes,ג'פניקה קוויק רעננה כשר | JAPANIKA QUICK RAANANA KOSHER,en,"Zarhin St 1ב, Ra'anana","Zarhin 1ב, Ra'anana",yes
7156,מסעדת בזלת,"קניון חוצות הגולן, קצרין",מסעדת בזלת בגולן - bazelet,Katzrin,ChIJ3xvQFpkdHBURZqu2rrBazY4,מסעדת בזלת בגולן - bazelet,iw,קצרין,קצרין,yes,מסעדת בזלת בגולן - bazelet,iw,Katzrin,Katzrin,no
7157,ג'פניקה קריית מוצקין,"גושן 92, קרית מוצקין",JAPANIKA KIRYAT MOTZKIN,"Moshe Goshen Ave 92, Kiryat Motzkin, Israel",ChIJ6zItdjm3HRURtey7U6QKBIc,ג׳פניקה קרית מוצקין כשר | JAPANIKA KIRYAT MOTZKIN KOSHER,iw,"שדרות משה גושן 92, קרית מוצקין","שדרות משה גושן 92, קרית מוצקין",yes,JAPANIKA KIRYAT MOTZKIN,en,"Moshe Goshen Ave 92, Kiryat Motzkin","Moshe Goshen 92, Kiryat Motskin",no
7158,פלאפל בריבוע רחובות,"הכרמל 76, רחובות",פלאפל בריבוע - רחובות,"Carmel St 76, Rehovot, Israel",ChIJeSlSqNm3AhURDNqhQ9ccQ6o,פלאפל בריבוע - רחובות,iw,"כרמל 76, רחובות","כרמל 76, רחובות",yes,פלאפל בריבוע - רחובות,iw,"Carmel St 76, Rehovot","Carmel 76, Rehovot",no
7159,Rendezvous,"לילינבלום 1, תל אביב",Rendez vous רונדה וו,"Lilienblum St 1, Tel Aviv-Yafo, 6326244, Israel",ChIJh_MHwJtMHRURZaO_C0Yt_YM,Rendez vous רונדה וו,fr,"לילינבלום 1, תל אביב-יפו, 6326244","לילינבלום 1, תל אביב-יפו",yes,Rendez vous רונדה וו,fr,"Lilienblum St 1, Tel Aviv-Yafo, 6326244","Lilienblum 1, Tel Aviv-Jaffa",no
7160,Co.Co,"האודם 63, שוהם",קו.קו - CO.CO,"HaOdem St 63, Shoham, Israel",ChIJQYSFO2o1HRUR5yHhuLnOX2E,קו.קו - CO.CO,iw,"האודם 63, שוהם","האודם 63, שוהם",yes,קו.קו - CO.CO,iw,"HaOdem St 63, Shoham","HaOdem 63, Shoham",no
7161,יקב טוליפ| le bar,"כפר תקוה, קרית טבעון",Tulip Winery,"כפר תקווה, Israel",ChIJh_mBuhKuHRURreFoy447JtI,יקב טוליפ,iw,כפר תקווה,כפר תקווה,yes,Tulip Winery,en,כפר תקווה,כפר תקווה,yes
7162,Aresto,"נמל קיסריה, קיסריה",Aresto,"נמל קיסריה, Keisarya, Israel",ChIJCZQzCBENHRURL1S86KWLe3s,ארסטו,iw,"נמל קיסריה, קיסריה","נמל קיסריה, קיסריה",yes,Aresto,en,"נמל קיסריה, Keisarya","נמל קיסריה, Keisarya",yes
7163,Gefen Deli,"איינשטיין 7, תל אביב",גפן דלי - GEFEN DELI,"Einstein St 7, Tel Aviv-Yafo, 6910107, Israel",ChIJQWAhkHBJHRURy-x6KcEOszk,גפן דלי - GEFEN DELI,iw,"איינשטיין 7, תל אביב-יפו, 6910107","איינשטיין 7, תל אביב-יפו",yes,גפן דלי - GEFEN DELI,iw,"Einstein St 7, Tel Aviv-Yafo, 6910107","Einstein 7, Tel Aviv-Jaffa",no
7164,Poke Van Ra'anana,"זרחין 13, רעננה",פוקי ואן - Poke Van,"Zarhin St 13, Ra'anana, 4366241, Israel",ChIJUeQohGg5HRUR23wZRM3FDh8,פוקי ואן - Poke Van,iw,"זרחין 13, רעננה, 4366241","זרחין 13, רעננה",yes,פוקי ואן - Poke Van,iw,"Zarhin St 13, Ra'anana, 4366241","Zarhin 13, Ra'anana",no
7165,שאור בייקרי רעננה,"נשיאים 47, רעננה",שאור נשיאים,"HaNessi'im St 47, Ra'anana, Israel",ChIJJ_mAGQA5HRURA46DuN1IJu8,שאור בייקרי רעננה,iw,"הנשיאים 47, רעננה","הנשיאים 47, רעננה",yes,שאור נשיאים,en,"HaNessi'im St 47, Ra'anana","HaNessi'im 47, Ra'anana",no
7167,קפה נטו גילמן,"בניין גילמן אוניברסיטת תל אביב, תל אביב",Cafe Neto,"בניין גילמן פקולטה למדעי הרוח באוניברסיטת, Tel Aviv-Jaffa, Israel",ChIJMbrGn2VJHRURnn_5h_MDdlc,קפה נטו,iw,"בניין גילמן פקולטה למדעי הרוח באוניברסיטת, תל אביב-יפו","בניין גילמן פקולטה למדעי הרוח באוניברסיטת, תל אביב-יפו",yes,Cafe Neto,en,"בניין גילמן פקולטה למדעי הרוח באוניברסיטת, Tel Aviv-Jaffa","בניין גילמן פקולטה למדעי הרוח באוניברסיטת, Tel Aviv-Jaffa",yes
