id,risk_reasons,source,old_name,old_address,google_name,google_address,google_primary_type,google_types,name_sim,distance_m,google_rating,rating_count,has_photo,llm_verdict,llm_conf,llm_reason,google_maps_uri,search_uri
4424,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,בלאק אאוט סעודה בחושך,"רציף העלייה השנייה 6, יפו, תל אביב, Israel",מסעדת בלקאאוט - Blackout restaurant,"רציף העלייה השנייה, נמל, חניה קרובה: חניון נמל יפו, Tel Aviv-Yafo, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.400,623,4.4,206,yes,yes,0.92,Unique restaurant name 'בלאק אאוט' (Blackout) matches 'בלקאאוט' - same transliteration. Both at 'רציף העלייה השנייה' (Second Aliya Wharf) in Jaffa/Tel Aviv port area. Distance of 623m is reasonable for port location with imprecise GPS coordinates. House number 6 vs. none in Google likely reflects same venue with different addressing conventions. Street and city clearly align.,https://maps.google.com/?cid=18439924141035413029&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%9C%D7%90%D7%A7%20%D7%90%D7%90%D7%95%D7%98%20%D7%A1%D7%A2%D7%95%D7%93%D7%94%20%D7%91%D7%97%D7%95%D7%A9%D7%9A%20%D7%A8%D7%A6%D7%99%D7%A3%20%D7%94%D7%A2%D7%9C%D7%99%D7%99%D7%94%20%D7%94%D7%A9%D7%A0%D7%99%D7%99%D7%94%206%2C%20%D7%99%D7%A4%D7%95%2C%20%D7%AA%D7%9C%20%D7%90%D7%91%D7%99%D7%91%2C%20Israel
5148,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,פלאפל אבישי,"דב גרונר 2, ירושלים, Israel",Avishai Falafel,"מרכז מסחרי ארמון הנציב 2, דוב גרונר, Jerusalem",restaurant,restaurant;food;point_of_interest;establishment,0.067,612,4.6,416,yes,yes,0.92,Name matches perfectly (פלאפל אבישי = Avishai Falafel). Both on Dov Grone(r) street in Jerusalem. Distance of 612m and different house numbers likely due to building complex/mall reference (מרכז מסחרי) - Google lists the shopping center address while Hebrew DB has the street-facing address. Same physical business.,https://maps.google.com/?cid=15311080813140954415&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%9C%D7%90%D7%A4%D7%9C%20%D7%90%D7%91%D7%99%D7%A9%D7%99%20%D7%93%D7%91%20%D7%92%D7%A8%D7%95%D7%A0%D7%A8%202%2C%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D%2C%20Israel
5360,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,סטקיית ג`ינג'י,"פייר קניג 37, קניון הדר, ירושלים, Israel",סטקיית ג'ינג'י,"Jerusalem, Israel",mediterranean_restaurant,mediterranean_restaurant;restaurant;food;point_of_interest;establishment,1.000,606,3.8,110,yes,yes,0.92,"Unique restaurant name 'Stekiyat Gingee' (סטקיית ג'ינג'י) matches perfectly between listings (minor Hebrew spelling variation: backtick vs apostrophe). Both in Jerusalem. Street address and mall location (Kanyon Hadar, Pierre Koenig 37) in listing A provides specific location context. Distance of 606m likely due to imprecision in Google's address data (city-level vs specific address). Strong name match + same city + food business = same place.",https://maps.google.com/?cid=8929829381737679989&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A1%D7%98%D7%A7%D7%99%D7%99%D7%AA%20%D7%92%60%D7%99%D7%A0%D7%92'%D7%99%20%D7%A4%D7%99%D7%99%D7%A8%20%D7%A7%D7%A0%D7%99%D7%92%2037%2C%20%D7%A7%D7%A0%D7%99%D7%95%D7%9F%20%D7%94%D7%93%D7%A8%2C%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D%2C%20Israel
7075,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,B BAKERY פרדס חנה,"מרכז ביג, פרדס חנה",B Bakery House,"Building C, מרכז ביג, Tidhar St 1, Pardes Hanna-Karkur, 3701042, Israel",bakery,bakery;food_store;store;point_of_interest;food;establishment,0.333,587,4.3,27,yes,yes,0.92,"Same unique business name (B BAKERY/B Bakery House), same shopping center (מרכז ביג/Building C), same city (פרדס חנה/Pardes Hanna-Karkur). Distance of 587m within same mall complex is acceptable given coordinate imprecision. Name is translation variant ('House' vs no suffix in Hebrew).",https://maps.google.com/?cid=4738967558096898024&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=B%20BAKERY%20%D7%A4%D7%A8%D7%93%D7%A1%20%D7%97%D7%A0%D7%94%20%D7%9E%D7%A8%D7%9B%D7%96%20%D7%91%D7%99%D7%92%2C%20%D7%A4%D7%A8%D7%93%D7%A1%20%D7%97%D7%A0%D7%94
2339,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,סיצליאנו,"דרך הגליל 49, סנטר הגליל, ראש פינה, Israel",Pizza Siciliano,"Derech HaGalil 46, Rosh Pina, Israel",pizza_delivery,pizza_delivery;pizza_restaurant;meal_delivery;food_delivery;meal_takeaway;restaurant;food;point_of_interest;establishment,0.500,580,4.7,660,yes,yes,0.92,"Name matches (סיצליאנו = Siciliano), same street (Derech HaGalil/דרך הגליל), same city (Rosh Pina). House number differs slightly (49 vs 46) but this is common in our database errors. 580m distance is likely due to coordinate inaccuracy rather than different businesses. Unique restaurant name strengthens match.",https://maps.google.com/?cid=14851901512440410105&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A1%D7%99%D7%A6%D7%9C%D7%99%D7%90%D7%A0%D7%95%20%D7%93%D7%A8%D7%9A%20%D7%94%D7%92%D7%9C%D7%99%D7%9C%2049%2C%20%D7%A1%D7%A0%D7%98%D7%A8%20%D7%94%D7%92%D7%9C%D7%99%D7%9C%2C%20%D7%A8%D7%90%D7%A9%20%D7%A4%D7%99%D7%A0%D7%94%2C%20Israel
5391,אין תמונה וגם יש סימן סיכון נוסף,address-first,קפה גיטה,"אמונים, Israel",קפה גיטה,"HaTe'ena St 201, Emunim, 7926500, Israel",coffee_shop,coffee_shop;cafe;food_store;store;food;point_of_interest;establishment,1.000,576,5,8,no,,,,https://maps.google.com/?cid=15422551079369624685&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%A4%D7%94%20%D7%92%D7%99%D7%98%D7%94%20%D7%90%D7%9E%D7%95%D7%A0%D7%99%D7%9D%2C%20Israel
5427,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,וייט,"שידלובסקי 1, יבנה, Israel",סושי וייט,"Shidlovski St 1, Yavne, Israel",sushi_restaurant,sushi_restaurant;noodle_shop;asian_restaurant;meal_takeaway;japanese_restaurant;restaurant;point_of_interest;food;establishment,1.000,570,4.1,647,yes,yes,0.92,"Same street and house number (Shidlovski/שידלובסקי 1, Yavne/יבנה). 'וייט' (Waite) matches 'סושי וייט' (Sushi Waite) - Google's listing includes the cuisine type (sushi). The 570m distance likely reflects GPS inaccuracy rather than different locations. Unique name with precise address match.",https://maps.google.com/?cid=890803213341058730&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%95%D7%99%D7%99%D7%98%20%D7%A9%D7%99%D7%93%D7%9C%D7%95%D7%91%D7%A1%D7%A7%D7%99%201%2C%20%D7%99%D7%91%D7%A0%D7%94%2C%20Israel
2449,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,פלאפל בללי,"שלומי, Israel",Falafel Balali,"HaRav Uziel St 42, Shlomi, Israel",falafel_restaurant,falafel_restaurant;restaurant;food;point_of_interest;establishment,0.714,565,4.8,682,yes,yes,0.92,"Name matches (פלאפל בללי = Falafel Balali, transliteration). Same city (Shlomi/שלומי). Distance of 565m is substantial but acceptable given coordinate inaccuracy in our database. Unique restaurant name strongly suggests same business.",https://maps.google.com/?cid=7732218465844622474&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%9C%D7%90%D7%A4%D7%9C%20%D7%91%D7%9C%D7%9C%D7%99%20%D7%A9%D7%9C%D7%95%D7%9E%D7%99%2C%20Israel
1975,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,הלנה,"בית שאן, Israel",Helena Bar&Restaurant הלנה בר מסעדה,"Sha'ul HaMelech St 100, Beit She'an, Israel",restaurant,restaurant;bar;food;point_of_interest;establishment,1.000,516,4.4,1334,yes,yes,0.92,"Unique name 'Helena/הלנה' matches exactly (Hebrew translation). Both in Beit She'an. Street address provided by Google (Sha'ul HaMelech St 100) is within reasonable distance (516m) of city center, consistent with imprecise coordinates in our database. Strong name match outweighs distance.",https://maps.google.com/?cid=3854489865953244841&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%94%D7%9C%D7%A0%D7%94%20%D7%91%D7%99%D7%AA%20%D7%A9%D7%90%D7%9F%2C%20Israel
2309,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,טעים בצמח,"קהילת ציון 4, צמח, Israel",טעים בצמח,"מתחם בית בנדל צמח, Israel",fast_food_restaurant,fast_food_restaurant;restaurant;food;point_of_interest;establishment,1.000,516,4.4,165,yes,yes,0.92,"Identical unique business name (טעים בצמח). Both in Tzemach city. Different address components but both clearly reference Tzemach locations. The 516m distance and address variation (קהילת ציון street vs בית בנדל complex) suggest possible relocation or address database differences, but the unique name match and same city strongly indicate the same physical business.",https://maps.google.com/?cid=8490215269603792460&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%98%D7%A2%D7%99%D7%9D%20%D7%91%D7%A6%D7%9E%D7%97%20%D7%A7%D7%94%D7%99%D7%9C%D7%AA%20%D7%A6%D7%99%D7%95%D7%9F%204%2C%20%D7%A6%D7%9E%D7%97%2C%20Israel
3926,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,בלאק צ'רי,"אור יהודה, Israel",בלאק צ'רי,"Ha-Melakha St 11, Or Yehuda, Israel",food,restaurant;food;point_of_interest;establishment,1.000,511,4.8,26,yes,yes,0.92,"Exact name match (Black Cherry in Hebrew), same city (Or Yehuda/אור יהודה), unique business name, and street address provided by Google. 511m distance is acceptable given that A only had city-level precision; Google's street-level address (Ha-Melakha St 11) represents the actual location.",https://maps.google.com/?cid=5553727529714287798&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%9C%D7%90%D7%A7%20%D7%A6'%D7%A8%D7%99%20%D7%90%D7%95%D7%A8%20%D7%99%D7%94%D7%95%D7%93%D7%94%2C%20Israel
2537,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,הוט HOT פיצה,"גן נר, Israel",Hot pizza - Gan Ner,"Shaked St, Gan Ner, Israel",pizza_delivery,pizza_delivery;pizza_restaurant;meal_delivery;food_delivery;meal_takeaway;restaurant;food;point_of_interest;establishment,0.500,510,4.4,109,yes,yes,0.92,"Unique name 'HOT pizza' matches 'Hot pizza', city Gan Ner matches, address is in same city. 510m distance acceptable given our coordinates are often imprecise and both are clearly in Gan Ner.",https://maps.google.com/?cid=7139127052839477175&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%94%D7%95%D7%98%20HOT%20%D7%A4%D7%99%D7%A6%D7%94%20%D7%92%D7%9F%20%D7%A0%D7%A8%2C%20Israel
2651,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,מיטבלים,"ראש פינה, Israel",Restaurant Meatbalim,"Derech HaGalil, Rosh Pina, 1201074, Israel",restaurant,event_venue;restaurant;food;point_of_interest;establishment,1.000,507,4.1,1622,yes,yes,0.92,Unique name match: 'מיטבלים' (Meatbalim/Meatballs) translates to 'Meatbalim'. City matches (Rosh Pina/ראש פינה). Address is in same city with plausible variation in street location. 507m distance is reasonable given typical coordinate errors for this type of listing.,https://maps.google.com/?cid=5530505120459288628&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%99%D7%98%D7%91%D7%9C%D7%99%D7%9D%20%D7%A8%D7%90%D7%A9%20%D7%A4%D7%99%D7%A0%D7%94%2C%20Israel
5110,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,פאפא לה פיצה,"החוצבים 5, מבשרת ציון, Israel",Papa La Pizza,"HaHotsvim Avenue 7, Mevaseret Zion, Israel",meal_delivery,meal_delivery;food_delivery;restaurant;food;point_of_interest;establishment,0.750,482,3.9,138,yes,yes,0.92,Name matches perfectly (Hebrew 'פאפא לה פיצה' = English 'Papa La Pizza'). Same street (HaHotsvim/החוצבים) and city (Mevaseret Zion/מבשרת ציון). House number differs (5 vs 7) but within acceptable variance for address errors in our database. 482m distance is reasonable for same establishment with address discrepancy.,https://maps.google.com/?cid=9577039693709341753&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%90%D7%A4%D7%90%20%D7%9C%D7%94%20%D7%A4%D7%99%D7%A6%D7%94%20%D7%94%D7%97%D7%95%D7%A6%D7%91%D7%99%D7%9D%205%2C%20%D7%9E%D7%91%D7%A9%D7%A8%D7%AA%20%D7%A6%D7%99%D7%95%D7%9F%2C%20Israel
1459,אין תמונה וגם יש סימן סיכון נוסף,llm,מטעמי רוימי,"ירוחם, Israel",מטעמי רוימי,"המרכז המסחרי 80500, Yeruham, Israel",restaurant,restaurant;food;point_of_interest;establishment,1.000,456,3.8,13,no,yes,0.95,Unique business name matches exactly (מטעמי רוימי). Both in Yeruham. Distance of 456m is acceptable for city-level listings with imprecise coordinates. Google address includes commercial center detail confirming same location.,https://maps.google.com/?cid=1367535760534327418&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%98%D7%A2%D7%9E%D7%99%20%D7%A8%D7%95%D7%99%D7%9E%D7%99%20%D7%99%D7%A8%D7%95%D7%97%D7%9D%2C%20Israel
5455,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,הבית של זוהרה,"לוזית, Israel",Zoara's Homemade Marrocan Food,"8, Luzit, Israel",restaurant,restaurant;point_of_interest;food;establishment,0.167,444,4,23,yes,yes,0.92,"A's name 'הבית של זוהרה' translates to 'Zorah's House/Home' which matches B's 'Zoara's Homemade' (same person, transliteration variant: Zorah/Zoara). Same city (Lozit/Luzit). Street address in B (house #8) provides specificity. 444m distance is substantial but likely reflects GPS/database inaccuracies for small businesses. Unique name + matching translation + same city = same business.",https://maps.google.com/?cid=7544018114194088137&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%94%D7%91%D7%99%D7%AA%20%D7%A9%D7%9C%20%D7%96%D7%95%D7%94%D7%A8%D7%94%20%D7%9C%D7%95%D7%96%D7%99%D7%AA%2C%20Israel
5493,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,Levy's BBQ,"נחלה, Israel",House of smoked meats - Levy's BBQ,"81, Nahala, Israel",restaurant,restaurant;food;point_of_interest;establishment,1.000,435,4.7,458,yes,yes,0.92,Unique business name 'Levy's BBQ' matches clearly between listings. Street name 'Nahala' (Hebrew: נחלה) matches. Both are food businesses. The 435m distance and house number difference (our address has no number) are acceptable given coordinate/address data quality issues in the region. Google's fuller name ('House of smoked meats - Levy's BBQ') is consistent with a BBQ restaurant.,https://maps.google.com/?cid=17760744265588682395&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=Levy's%20BBQ%20%D7%A0%D7%97%D7%9C%D7%94%2C%20Israel
3428,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,קייטרינג איתמר,"ראש העין, Israel",קייטרינג איתמר,"HaNevi'im St 35, Rosh Haayin, Israel",catering_service,catering_service;food_delivery;service;food;point_of_interest;establishment,1.000,426,5,1,yes,yes,0.92,Unique business name matches exactly (Hebrew: קייטרינג איתמר). Both in Rosh Haayin. Distance of 426m is acceptable given our address data quality issues and the fact that listing A only has city-level precision. The specific street address in B confirms a food business (catering) in the same city.,https://maps.google.com/?cid=9557627286267110136&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%99%D7%99%D7%98%D7%A8%D7%99%D7%A0%D7%92%20%D7%90%D7%99%D7%AA%D7%9E%D7%A8%20%D7%A8%D7%90%D7%A9%20%D7%94%D7%A2%D7%99%D7%9F%2C%20Israel
1912,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,עוגה צ'אגה,"אילות, אילת, Israel",Uga Chaga Bakery Eilat,"Eilot St 409, Eilat, Israel",pastry_shop,pastry_shop;dessert_shop;cafe;confectionery;bakery;food_store;store;food;point_of_interest;establishment,0.143,401,4.6,1016,yes,yes,0.92,Unique name 'עוגה צ'אגה' (Uga Chaga) matches Google's 'Uga Chaga Bakery Eilat'. Both in Eilat city. 401m distance is notable but acceptable given potential coordinate inaccuracies in our database. Street (Eilot/אילות) and city align. Food business type confirmed.,https://maps.google.com/?cid=10391316705344374484&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A2%D7%95%D7%92%D7%94%20%D7%A6'%D7%90%D7%92%D7%94%20%D7%90%D7%99%D7%9C%D7%95%D7%AA%2C%20%D7%90%D7%99%D7%9C%D7%AA%2C%20Israel
5067,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,מרכז השווארמה,"הדקל 11, בית שמש, Israel",Mercaz HaShwarma,"HaDekel Ave 12, Bet Shemesh, Israel",restaurant,restaurant;falafel_restaurant;food;point_of_interest;establishment,0.222,358,4.3,73,yes,yes,0.92,"Unique name matches (Hebrew-English translation: 'מרכז השווארמה'='Mercaz HaShwarma'). Same street (HaDekel) and city (Bet Shemesh). House number differs by 1 (11 vs 12), which is common data error. Distance of 358m on same street is consistent with address numbering discrepancy.",https://maps.google.com/?cid=8590648639961454975&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A8%D7%9B%D7%96%20%D7%94%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94%20%D7%94%D7%93%D7%A7%D7%9C%2011%2C%20%D7%91%D7%99%D7%AA%20%D7%A9%D7%9E%D7%A9%2C%20Israel
1971,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,Guesta,"ראש פינה, Israel",גסטה ראש פינה,"Ma'ale Gei Oni St 1, Rosh Pinna, 1201105, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.300,347,4.4,536,yes,yes,0.92,"Unique restaurant name 'Guesta'/'גסטה' matches clearly. Same city (Rosh Pinna/ראש פינה). Distance of 347m is reasonable for potential coordinate inaccuracy. Google address provides specific street while our listing shows city-only, consistent with partial address data.",https://maps.google.com/?cid=17953839400289348052&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=Guesta%20%D7%A8%D7%90%D7%A9%20%D7%A4%D7%99%D7%A0%D7%94%2C%20Israel
5967,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,פורטו בלה פיצה ירחיב,"ירחיב, Israel",Porto Bella Pizza,"68, Yarhiv, 45860, Israel",pizza_delivery,pizza_delivery;meal_delivery;food_delivery;food;point_of_interest;establishment,0.455,347,4.5,54,yes,yes,0.92,Unique name 'Porto Bella Pizza' (פורטו בלה פיצה) matches in translation. Both in Yarhiv city. Distance of 347m is acceptable given address precision limitations. House number 68 is reasonable specific match.,https://maps.google.com/?cid=17701093461038341297&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%95%D7%A8%D7%98%D7%95%20%D7%91%D7%9C%D7%94%20%D7%A4%D7%99%D7%A6%D7%94%20%D7%99%D7%A8%D7%97%D7%99%D7%91%20%D7%99%D7%A8%D7%97%D7%99%D7%91%2C%20Israel
586,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,פיצה דון פדרו,"נתניה, Israel",Don Pedro,"Herzl St 5, Netanya, 42400, Israel",pizza_restaurant,pizza_restaurant;pizza_delivery;meal_delivery;food_delivery;meal_takeaway;restaurant;food;point_of_interest;establishment,0.714,331,4.4,105,yes,yes,0.92,Unique name 'פיצה דון פדרו' (Pizza Don Pedro) matches 'Don Pedro' in Google. Both in Netanya. 331m distance is reasonable given coordinate inaccuracy in our database. Street address confirms same business.,https://maps.google.com/?cid=13198456350735774118&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%99%D7%A6%D7%94%20%D7%93%D7%95%D7%9F%20%D7%A4%D7%93%D7%A8%D7%95%20%D7%A0%D7%AA%D7%A0%D7%99%D7%94%2C%20Israel
1827,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,חומוס סוף,"המלאכה 5, אילת, Israel",Hummusuf,"HaMelacha St 6, Eilat, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.375,315,4.7,699,yes,yes,0.92,"Name matches (חומוס סוף = Hummusuf, Hebrew transliteration). Same street (המלאכה/HaMelacha) in same city (Eilat). House number differs by 1 (5 vs 6), which is minor given coordinate inaccuracy. Unique restaurant name strongly suggests same business.",https://maps.google.com/?cid=930986706802049828&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%97%D7%95%D7%9E%D7%95%D7%A1%20%D7%A1%D7%95%D7%A3%20%D7%94%D7%9E%D7%9C%D7%90%D7%9B%D7%94%205%2C%20%D7%90%D7%99%D7%9C%D7%AA%2C%20Israel
2345,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,בר בכרם,"חזון, Israel",בר בכרם,"68, Hazon, Israel",coffee_shop,coffee_shop;cafe;food_store;store;food;point_of_interest;establishment,1.000,313,4.5,182,yes,yes,0.92,Unique business name matches exactly (בר בכרם = Bar Bakarem). Same city (Hazon/חזון). Distance of 313m is reasonable given potential address inaccuracies in our database. House number 68 provides specific location confirmation.,https://maps.google.com/?cid=12995911764371423250&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%A8%20%D7%91%D7%9B%D7%A8%D7%9D%20%D7%97%D7%96%D7%95%D7%9F%2C%20Israel
583,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,פלאפל מוסא,"נתניה, Israel",Falafel mosa,"Sderot Hayim Weizman 12, Netanya, Israel",falafel_restaurant,falafel_restaurant;fast_food_restaurant;restaurant;food;point_of_interest;establishment,0.571,265,4.3,480,yes,yes,0.92,"Name matches (Hebrew 'פלאפל מוסא' = 'Falafel mosa' in English), same city (Netanya/Netania), unique business name, and distance of 265m is reasonable given address precision limitations in our database",https://maps.google.com/?cid=4360261416906987730&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%9C%D7%90%D7%A4%D7%9C%20%D7%9E%D7%95%D7%A1%D7%90%20%D7%A0%D7%AA%D7%A0%D7%99%D7%94%2C%20Israel
5745,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,פיצה לה ורה,"גבעת עדה, Israel",La Vera Pizza,"Rehov Hai 67, Binyamina Giv'at Ada, Israel",pizza_delivery,pizza_delivery;meal_delivery;food_delivery;food;point_of_interest;establishment,0.600,265,4.1,192,yes,yes,0.92,"Name matches (פיצה לה ורה = La Vera Pizza, translation/transliteration). Both in Giv'at Ada (Givatadim). Distance of 265m is reasonable given coordinate imprecision in our database. Street address (Rehov Hai 67) provides specific location confirmation.",https://maps.google.com/?cid=12705041330960787171&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%99%D7%A6%D7%94%20%D7%9C%D7%94%20%D7%95%D7%A8%D7%94%20%D7%92%D7%91%D7%A2%D7%AA%20%D7%A2%D7%93%D7%94%2C%20Israel
3088,LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,רג'ינה בתחנה,"המרד 3, תל אביב, Israel",Regina Restaurant - Kosher Restaurant in Tel Aviv (Mehadrin Kosher),"מבנה 10 מתחם התחנה, Tel Aviv-Jaffa, Israel",restaurant,mediterranean_restaurant;family_restaurant;event_venue;restaurant;food;point_of_interest;establishment,0.308,248,4,3964,yes,yes,0.92,Name 'Regina' matches uniquely (רג'ינה transliteration). Both are in Tel Aviv's 'תחנה' (train station complex). Address 'המרד 3' and 'מבנה 10 מתחם התחנה' both refer to the same train station area. 248m distance is reasonable for different reference points within the same station complex.,https://maps.google.com/?cid=11847057622926418052&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A8%D7%92'%D7%99%D7%A0%D7%94%20%D7%91%D7%AA%D7%97%D7%A0%D7%94%20%D7%94%D7%9E%D7%A8%D7%93%203%2C%20%D7%AA%D7%9C%20%D7%90%D7%91%D7%99%D7%91%2C%20Israel
