buckets,id,final,source,old_name,old_address,old_lat,old_lng,google_place_id,google_name,google_address,google_lat,google_lng,name_sim,distance_m,business_status,food_signal,google_primary_type,google_types,google_phone,google_rating,rating_count,opening_hours,has_photo,photo_name,photo_attribution,llm_verdict,llm_conf,llm_reason,google_maps_uri,resolved_final,collision
chain name,6217,verified,regular,בורגרים,"הלל יפה 11, חדרה, Israel",32.4358607,34.9163344,ChIJDc7zFFASHRURg_3GRY0nxXs,Burgerim,"Hillel Yafe St 11, Hadera, Israel",32.435803,34.916436600000004,0.833,12,OPERATIONAL,food,hamburger_restaurant,hamburger_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment,04-811-1997,4,403,Monday: 11:00 AM – 11:30 PM | Tuesday: 11:00 AM – 11:30 PM | Wednesday: 11:00 AM – 11:30 PM | Thursday: 11:00 AM – 11:30 PM | Friday: Closed | Saturday: 6:30 – 11:30 PM | Sunday: 11:00 AM – 11:30 PM,yes,places/ChIJDc7zFFASHRURg_3GRY0nxXs/photos/AaVGc3l-KnvHFIppT5FdK8Iwox07au-ZvH4wJ6cV2iScQD-zmzvcPASECgND8w_OBcrAxonScirtfW7tuw5GMGJeqvWeYZiOQQbnbzwewVTpVQYQ3U8sfZQ7pYHIflUDMDtTOogLGfWrx0ODX864nfSKv176exM2u50JCJniwY64CIDnrJdc3hy5sZrIFa16hig7MaADSqonNeqEIzv-GdgzzwWSRnsulxabPa3ncyW9LfL-QDJsJszTrVwgZwk0puVYG3EVY1XcgzylUXWuocBzz0wSwGPBSg-aAydtTJioXGhX0QSnO50qtQjPVvycuKE-ht1CqwwPbQWMHcz9iuz4uffx_dC6cWDp1AgbS1jBw5kD5c5RS6HRigfFL_QWcVPzGo5-fzbOEXPkvK22WZqZQJT2bErGDEyBcOsAqHAi39kImSc,Ivtzan Gur,,,,https://maps.google.com/?cid=8918578124791676291&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first|high distance (>1km)|resolved-collision winner,5357,verified,address-first,סופר המזרח,"ירושלים, Israel",31.7788472,35.2257856,ChIJ7dKnRJ8pAxURNneF7d3lzn8,Super HaMizrah,"Beit Lehem Rd 34, Jerusalem, 9350401, Israel",31.7626538,35.2229351,0.889,1821,OPERATIONAL,food,asian_restaurant,asian_restaurant;sushi_restaurant;japanese_restaurant;restaurant;food;point_of_interest;establishment,02-623-7190,4.1,467,Monday: 12:00 – 11:30 PM | Tuesday: 12:00 – 11:30 PM | Wednesday: 12:00 – 11:30 PM | Thursday: 12:00 PM – 12:00 AM | Friday: Closed | Saturday: 9:00 PM – 12:00 AM | Sunday: 12:00 – 11:30 PM,yes,places/ChIJ7dKnRJ8pAxURNneF7d3lzn8/photos/AaVGc3kvca0azab2ZwLzDjfbC3aExZEbyvlb5tVBVDPD2TFqm6zHdbl3_gb25gywkHUON3_omxJejigFiSZmnhrvgNDLpRrDRp-Ya5AYicHUu_vW08ciXQnFPTVPktG0FOBmfBaO_fpWNDl0BfWQiFBFHrcpcwhEkJcrZOxRw9FUaLI3-J1jw_CbS1jpRvD28p_Gc3OAHYX83qYNYIQdfW3WORFBLHAqWCoxJpZt9Amwn3uly9-XFkXoh6r6Re2s7cGgYx-QPVQYY0v3Vk7PonL449ToJ8z-B9CZjhhN_cgFh_ODbgSIX3cka0gXmA9SZth8y6_4Lo5rlHaNw2wLrbyaEhnwvDCq-YlfiAfBOaSR1OVOzhGlv_4BCT9JLQm66oozGtOVomg-XiNb5UIkHyPDd1dznWPwbNjJRfH0Ww29PIb_3QRZ,סופר המזרח,,,,https://maps.google.com/?cid=9209551029354723126&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first|high distance (>1km),1668,verified,address-first,מטעמי השף,"אשקלון, Israel",31.6653191,34.565044,ChIJLUrdkRWcAhURT2RBbN4YRVw,מטעמי השף אלון,"Shlomo Cohen St 1/3, Ashkelon, Israel",31.678437,34.575610999999995,1.000,1769,OPERATIONAL,food,catering_service,catering_service;food_delivery;service;food;point_of_interest;establishment,052-276-5508,3.6,51,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 2:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: Closed | Sunday: 7:00 AM – 3:00 PM,yes,places/ChIJLUrdkRWcAhURT2RBbN4YRVw/photos/AaVGc3k9KpUpFXJ2MnxnMgjRQR5QRxahsA8d966SmrsqZJ6kjcyoq4FcsGhBO2nO3VIhsulExP7BIC8ZKgNOBcDgL-QekdWvYiLNI2lz_fkfQ58dZqXl48nRDiV0f7EDVlMzhSIY1CkKeDIRmjMoB6buVoLBE9sPaqZKm09KexNb73KA8pkGFVolUH6VzvqMB3MyJtmr1z3N7_le4mwKmQaouEV2_d09LuQ7277ixXMWSjB6gVoH84vRpuG0Sey_w1wnkQTyYoJdUrTkkj20osBM_HkCpB3On6CBfXG-d0bKbC0xzqZhEgxYPeZYv4BL_yLYPDn2SMsReDttWIWDoVOa8-EVMbDS0hlAtRaOJ8h1y6cKcLBP14a_n2opUK5Xd56gh6GqlF0RXRlkC9V9vKxazbM-Lsn9SJiTt3IyLtbr1mb6q4um,מטעמי השף אלון,,,,https://maps.google.com/?cid=6648747768460436559&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first|high distance (>1km),6765,verified,address-first,טורו סושי אשדוד,"צה""ל 5, אשדוד",31.804,34.6552,ChIJwdE_u2ejAhUR4WVienabOoc,טורו סושי,"Tsahal St 5, Ashdod, Israel",31.793687399999996,34.6399033,1.000,1845,OPERATIONAL,food,sushi_restaurant,sushi_restaurant;asian_fusion_restaurant;fusion_restaurant;asian_restaurant;meal_delivery;food_delivery;chinese_noodle_restaurant;shipping_service;meal_takeaway;japanese_restaurant;service;restaurant;food;point_of_interest;establishment,08-640-5555,4.3,324,Monday: 11:30 AM – 11:00 PM | Tuesday: 11:30 AM – 11:00 PM | Wednesday: 11:30 AM – 11:00 PM | Thursday: 11:30 AM – 12:00 AM | Friday: Closed | Saturday: 6:30 PM – 12:00 AM | Sunday: 11:30 AM – 11:00 PM,yes,places/ChIJwdE_u2ejAhUR4WVienabOoc/photos/AaVGc3n590nkPxWxhx7DL2WtZKXTvv2zikdX3wnNSD48dp9RbY6xqNv0ZA-Qix6p_8EkLL1Zb5Xfz0PWrdeOhYa1jmDv0nucMOTmb0-nfK4zyC1v1yrSE-T2eXXFDWXcCnUBv8GbJlDlNoeDpxtOSYYNV1yHSacky2IvIJ7byvsQHdJ3NdLqNr6_-aYmWGcpPVAMoyMrtj37ANY-kQA9Gmb6syMQ-0udEwnstkJXnoT9lt51a-acKFXUgg8hYnZ4NPVzJV2FSybjwiIZIbwXSxihqSpmUcAdBXSytBixKs-M1FEI8Zbc1d8S8lv0AcqcsqLZimXtCVVCCD6BXK0QtpiBx-rqFCieK0XrfjmMArI_I82LfReW8S0QhwSJOi3hjPRLGQjJU7x1F4BrJuMRqpvRNJW99jYcVzlfb5RW2BWH7PMrlQ,טורו סושי,,,,https://maps.google.com/?cid=9744271676931204577&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first|high distance (>1km)|chain name,3285,verified,address-first,פיצה האט,"משה אדרת 1, קניון רמלוד, רמלה, Israel",31.9045481,34.9870525,ChIJcR6M9TvKAhURftxFK8pDpHo,Pizza Hut,"משה אדרת 1 רמלה, Lod, Israel",31.9325298,34.8896808,1.000,9703,OPERATIONAL,food,pizza_restaurant,pizza_restaurant;pizza_delivery;meal_delivery;food_delivery;meal_takeaway;restaurant;food;point_of_interest;establishment,1-700-506-070,3.6,346,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 3:30 PM | Saturday: 7:30 PM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,yes,places/ChIJcR6M9TvKAhURftxFK8pDpHo/photos/AaVGc3llgM3soKz_O9h07JKPvZXJqvOHPzEDUSospemI8SSj1SxAAm9FHIUs-NxcrOrrAYhpgAwHzdkdcbv_ZrJeBEKagAs35iUgzLXICmFOCEURdW1oza3mo9YgJGa69vUt0gAvq82lPyrGZvScCJCXj9d6KEl55awi7lTqZGV6Ye-qmsjettBhVCVzlqyRKb17_FQI8MMMwzihxHGijwmz6TxERrUrb1KOv-sUXC9e61iTcLdSs6oBJkrCvxudVs8SBXOT6HX3hcQYFdFqCUtTuyD6lU46QMS6FCd9_gczp1vbY2soagfSbHdjDhrlkA0R2-lSI_faAZHRYtuhc7LafzoLLY9_3kvwkfDwuU2W1o2pqc8a2stoJvXEe-HmjnSQG9fW1pbx8W-w7JnHVv_IQ7XnAdVSIBIoSketZitYhaoDC2Q6kl-SlTLZRBdFCBd0,פיצה האט - רמלה לוד,,,,https://maps.google.com/?cid=8837262904396209278&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first|high distance (>1km),5644,verified,address-first,פיצה סמיילי,"שד' ירושלים 2, רחובות, Israel",32.0852997,34.7818064,ChIJvVVEr6-3AhURcNAckybERkM,Pizza Smiley,"מרכז שרונה, דרך ירושלים 2, רחובות, Israel",31.887500000000003,34.82,1.000,22287,OPERATIONAL,food,pizza_restaurant,pizza_restaurant;fast_food_restaurant;meal_takeaway;restaurant;food;point_of_interest;establishment,08-690-9000,4.2,608,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: Closed | Saturday: 6:00 – 10:30 PM | Sunday: 12:00 – 10:00 PM,yes,places/ChIJvVVEr6-3AhURcNAckybERkM/photos/AaVGc3mlpxc2jX4gHNWpSK-jPca9LMKqu00ThiZtqeKXbe6_boDI_Pc2ATKqB_NSX3NqTDdYeCDU6bP18JKJ7n2rjDRC3Ub78l9xCnSszzP6bj7DlYfYEjftcKAMqJL_jOVnA-1vGXpkIZjs-p5ipzhwmrJqBcXcoMzSxLooWWGmm7uJaVpL8pOj0r9LpsoflzdXFBRK0TDFa750EqrdrixFEJh4RrhUwHf6YGrT9KvtcE7KY23c2Sr5JtS1i9M_lLuxFSlIC9g6-qpB2W803AHmACuiEytrG5y4oSlRGrrj-anv6tlmcipgY_kG8KeJQ6RQJ3eZDbJbmLJCkjbAfKpzKIDcNp-zShu4t1d5nz8byNvwUprillCFuxBbJ18Was2uxkbFGpndMD6LfcMcAux7HFtQ_WjMwc8hO-DKbUrsFuQ,יצחק אנטיזדה,,,,https://maps.google.com/?cid=4847777718866858096&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first|high distance (>1km),6233,verified,address-first,אירית,"הבנים 9, הוד השרון, Israel",32.1542012,34.8737307,ChIJvdBq1Yk3HRURQMI2o-ejh5k,אירית,"HaBanim St 9, Hod Hasharon, Israel",32.155713999999996,34.8926661,1.000,1790,OPERATIONAL,food,pastry_shop,pastry_shop;dessert_shop;cafe;confectionery;bakery;food_store;store;food;point_of_interest;establishment,09-740-1782,4.6,49,Monday: 7:00 AM – 7:00 PM | Tuesday: 7:00 AM – 7:00 PM | Wednesday: 7:00 AM – 7:00 PM | Thursday: 7:00 AM – 7:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: Closed | Sunday: 7:00 AM – 7:00 PM,yes,places/ChIJvdBq1Yk3HRURQMI2o-ejh5k/photos/AaVGc3nKrJl1wjucRvep4qu33T0RntIobg3XVVphC4eKASlG1O_Q4j6ZtmzhY6JeQh1DofZIMWwT2O4KLbDxe2D8u0UZZvz7kgN11N6iIAIcVeZW2lY-tzDB_xEbUuff5uSkoel3dZsunPcpmqmIV_EC4bhiXjC608QWFvGpr5MNbMJ-Jbq7o7QDospUtx1PdZRi8rDoCq6v1wbGTwsAd61weUIVbqQ1vgAc4AI0de82d2YvK0diENiWip5inhe8sT6hDPkfBmYZgUU0-PjiyInOuhBVGKBEwp-eQdk7tqgKAUrEid-qSPtq6UpzwtjnRouxP84pFGOcgv7GessYgWODKudM8Gmb4WNVCqb-iWewX0tUaA7pJYEf2NR4wY1Pfowzp3OnDfOpgpWeKH5WwcDcXVjyJBLayJp_euOlzbIIc68DzA,אירית,,,,https://maps.google.com/?cid=11062991224929960512&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first,4938,verified,address-first,אליז,"שמואל הנביא 114, ירושלים, Israel",31.7943841,35.221096,ChIJjb3hI-EpAxURFfnka21_7EM,"אליז, ירושלים","Shmu'el ha-Navi St 114, Jerusalem, 91503, Israel",31.796648100000002,35.2192953,1.000,304,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,02-650-4888,4,1177,Monday: 11:00 AM – 1:00 AM | Tuesday: 11:00 AM – 1:00 AM | Wednesday: 11:00 AM – 1:00 AM | Thursday: 11:00 AM – 1:00 AM | Friday: 11:00 AM – 1:30 PM | Saturday: Closed | Sunday: 11:00 AM – 1:00 AM,yes,places/ChIJjb3hI-EpAxURFfnka21_7EM/photos/AaVGc3me4XUZSjZlPpF5DFVgqrO2hXl9ZY3l1yRj7Xl1nRPQgcoMCltkzRw2a9EkD0_f4c9f4GVyiGT_mlxO7fCARatMyjUuGByrnJe96q-2_skqqzWCTv5BW-Z-VU067Uc2IxT1CeO54kWhlIloLyARE8yUNRzr_iJ1WlNSrcMpJy4lFujD8Mbvj2jALzdFUEtGEQuwf2DB3D2sNC1LTEa_Gl77oeKQgPsauyDZ1GcZpWL2Z9ewGtmvQaMIG1i9Rkbg8GMaHW0bT3vv3jJGm9qrSrxp0Po59nEN2xPX3V1RqH0O9XZ0tIm5RMcyyq7AHpnUIRX0t3T2OBBYf3qllsSsaE6scwhIQ40Txwr22QzjAFkKJzQg0H2O6mrSOGEQGApapErvuXa-hyst4Jpjvr_B_vR9UBi32hfV0xU_4deiPbCEQPGr,Moshe Rambod,,,,https://maps.google.com/?cid=4894427002983217429&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first|high distance (>1km),6785,verified,address-first,HELEN,"אגריפס 6, ירושלים",31.7683,35.2137,ChIJFzRBVQApAxURpp9UnFSRoj4,Helen Family Bakers,"Agripas St 6, Jerusalem, Israel",31.7829571,35.216844099999996,1.000,1657,OPERATIONAL,food,pastry_shop,pastry_shop;coffee_shop;dessert_shop;cafe;confectionery;bakery;food_store;store;food;point_of_interest;establishment,02-966-6406,4.6,309,"Monday: 8:30 AM – 3:30 PM, 6:00 – 11:00 PM | Tuesday: 8:30 AM – 3:30 PM, 6:00 – 11:00 PM | Wednesday: 8:30 AM – 3:30 PM, 6:00 – 11:00 PM | Thursday: 8:30 AM – 3:30 PM, 6:00 – 11:00 PM | Friday: 8:30 AM – 2:30 PM | Saturday: Closed | Sunday: 8:30 AM – 3:30 PM, 6:00 – 11:00 PM",yes,places/ChIJFzRBVQApAxURpp9UnFSRoj4/photos/AaVGc3m2XLoy8qgQNd7v4O1Z8V2mMpXfMLFsywEU0wrzXRhFNQka-sur9Yd2FT8fownFjFqpvh-_m1snQWcMq7ejhrwLoYKp-EH-0bfngi9FhIczyJTLNaEW4vUlIAa6dsuOpfYqncWyz23H1JPjj3gfAtbH4a5gjjk0hj2yumEYsVoQ_EpJFFIZhqMcvaJ8TBV_yiMYE_a5IyzaUtdfEFBy7W3FrQcoOxw1HDLn2_Cq50RLhS__bqyUeGDrdhMVLSkszfys7pKZhsVzbYkaR-XfocHnWcRzcXTR2z6biwxYHdTMv2wpDCYCf0BrB_Y2QJOjEdOSGnoOzHLeE4LDVTftgsjNYkejfLzOpxFfh4cvgyBtYeyh43a0uSo-5-4AzsPdaYoYlab7drM_80xiNiloFa0Bjzw17Jh1Jc6-poMe90C8QCwMQD4OSsXKWfjmvA,HELEN Family Bakers,,,,https://maps.google.com/?cid=4513329569164730278&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first|high distance (>1km),1891,verified,address-first,פיצה כמעט חינם,"דרך מנחם בגין 4, שדרות, Israel",31.5312634,34.5942807,ChIJgbuWC1OBAhURptj8JsHe6qA,פיצה כמעט חינם,"Menachem Begin Rd 13, Sderot, Israel",31.5219994,34.594307799999996,1.000,1030,OPERATIONAL,food,pizza_delivery,pizza_delivery;meal_delivery;food_delivery;food;point_of_interest;establishment,08-644-4741,4.1,53,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: Closed | Saturday: 8:00 PM – 12:00 AM | Sunday: 11:00 AM – 11:00 PM,yes,places/ChIJgbuWC1OBAhURptj8JsHe6qA/photos/AaVGc3m71MhdH7rZtJf8QL8cNd7-QbnuG_Nmayw6p2pPrkGfGXfeHwkff-kH-MhfRA9A64oU35RijTxjyHEv6Trih9isbhGB4-1DloEtoBDrHsYogrSjZXRQG1_CXGGNnUXW4pDGj-FuJ66_e_LPgZnBu_nO0vMxFQ69fa3fzSP4iSoHOzs7zpVqvVs_JaC1Ph-HMaP0Ecv2ZDc5ptihEL1yw7Dt0Wpb-K923U8yXr49otUBnqC0mImLCdo879Wmv6V7ulmf376gD4o1oJhAz75pDskud4iYFYVVY9VtSdSJDzjlfvlhOtjfn_gRcxGj0EWY-_UrvOsEq3Brsg09p1GreJFCy0dI9Litpwud5kUSnl9DKEQXsgs1S-DgCUkvNv24X-51wKNcxJfZMCymzZJQ4bdqc2UBzzO60x2RKe4_Bo2F3NX0,פיצה כמעט חינם,,,,https://maps.google.com/?cid=11595325111782922406&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first|high distance (>1km),6680,verified,address-first,Burgers Bar עיר ימים,"שושנה דמארי 30, מרכז פיאנו עיר ימים, נתניה",32.3226,34.8528,ChIJ3_3KyrxBHRURmhp2lHQZ48Y,Burgers Bar,"Shoshana Damari St 10, Netanya, 4266000, Israel",32.2781012,34.8428024,1.000,5036,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,,3.7,114,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 3:00 PM | Saturday: 8:30 PM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,yes,places/ChIJ3_3KyrxBHRURmhp2lHQZ48Y/photos/AaVGc3kSF7CHmzxHl6HfXgDwXqraZRxKP2GV9OLozFZnVEM9mDktlCQlcnzqD3Kr5XMKiN5eIIIhYSE1ejS8rVxSmNVFVL7gsD8bN-qCjipX_rO9nDYu7ZfBFgDXEB05ZZE1gz2efvl8Jacf3r7mu99YKSOqGJObNrzvJ7YTZygF5BqfuNepiZeLZBUB3hDgXduWZpMF-McA67HCkBInnDzZgRnsEpxU4-Dd3nsUz3oiiJtip_jMPkA2-GAmiNBpnVS-K8KAw943V0m4zEbEr-NaaemESZIZ0gU8JxLCaT7QhYYnxlAadRRQqh8SRBhCZoFxCNLs0DbTeT5a7DEgdo6UqRz4M4zcMtGmoBcA8gXkgoxlrOwXGoz024AAmq44WhnvneKtjIpi2Q66OuyA4ihhkACjQGk0OtAckN9Vo5YekSw,תומר גלבוע,,,,https://maps.google.com/?cid=14331326427720719002&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first,3734,verified,address-first,ג'בטה בגטה,"שנקר אריה 2, פתח תקווה, Israel",32.0957241,34.8588396,ChIJqSKI1vtJHRURpG5w-QBJ47Y,ג'בטה בגטה,"Arye Shenkar St 2, Petah Tikva, Israel",32.0931991,34.854532299999995,1.000,493,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,,2.6,15,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: Closed | Saturday: Closed | Sunday: 7:00 AM – 4:00 PM,no,,,,,,https://maps.google.com/?cid=13178457203149926052&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first,2749,verified,address-first,פיצה רון,"שלומי, Israel",33.0760504,35.1485842,ChIJbS6BEGTTHRURVufDjhYsN80,פיצה רון כשר למהדרין,"מרכז מסחרי חדש תחנת דלק והבנק שלומי, Shlomi, 22832, Israel",33.076064599999995,35.1425768,1.000,560,OPERATIONAL,food,pizza_restaurant,pizza_restaurant;restaurant;food;point_of_interest;establishment,1-700-551-651,4,74,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:30 AM | Friday: Closed | Saturday: 6:00 PM – 12:30 AM | Sunday: 11:00 AM – 12:00 AM,yes,places/ChIJbS6BEGTTHRURVufDjhYsN80/photos/AaVGc3l1hxIleeWBEOmFMRuupYJ9NUZ0AAZcZ8fCTigD8yw74TJrb5UM-1ZvtL0IxCzje0ZwByoBa7oxZ3Mpn7Ac9WLk-ZN4NAZP97h2GYOq7S8wfGInaSp1fJGmXQboxpzj-BLAvECc1xg5c-qcduHyq0xPMTcYlERjfPkQx_KULJwwIgAZlgFMw6wV8joRZ9HE-Xr9uX2SCwIQ33UWJ2-3oME76Dnk_jsHkywCBi0AZ74KYl7aPc1omPdA_O8tfo6ko1_Qvnot-YIezOKE2GK3GqXDmeXNCsJHLALsJQbeSy-BxaV23Y1VwcGkqwsXZFw8s-ullyHMBYD1zJnnoDf2_s_cDm8Vid4NADqKY65DCxr5peviQl2mn5HqCQviWLPBHzlW5yTVrtQ-upyNDceHCGtNoohk2rV20nG2MMhZJtH-DpofnGwqrI4WIJMxTk3-,פיצה רון כשר למהדרין,,,,https://maps.google.com/?cid=14787336376890419030&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first|high distance (>1km),7081,verified,address-first,Peti peti,שדה אליעזר,33.15,35.5667,ChIJmeF0nmUfHBURwC8gAyBgeJg,Peti Peti,"תחנת דלק סונול, שדה אליעזר, Israel",33.0463051,35.5706815,1.000,11536,OPERATIONAL,food,asian_restaurant,asian_restaurant;restaurant;food;point_of_interest;establishment,04-681-7855,4.3,163,Monday: 12:00 – 11:00 PM | Tuesday: 12:00 – 11:00 PM | Wednesday: 12:00 – 11:00 PM | Thursday: 12:00 PM – 12:00 AM | Friday: Closed | Saturday: 9:00 PM – 12:00 AM | Sunday: 12:00 – 11:00 PM,yes,places/ChIJmeF0nmUfHBURwC8gAyBgeJg/photos/AaVGc3npc65ZWw5fSSKuAkUrGgu0TAEyVSi10lUz55yRDYMsg8h02ZzF30LDR9YIA44qm5CPjTU9ZzaN5u1YMbJtIIvjWMaGOEQqDxxYIJoFKAwTeeCkkGEx_yoeAD00k4XhwZgcNfqf3iFOPFRh_6eerxKc59lfC62L3q8cNX-f6t0sXvMZbUsBA09rureqeLBlHeFSf5UW08iulhp-3nVyA3yLURRBwPvctKoEqXVVDHMpK8UYg88nvPFIjROmg46N1MTYI8rvtOCMR7LJvCZLLpQ5FfnlQEVrn9BQzE92xJBvT_M0a-U_aSacsT94aFlQZYSM7XT0hn87CNOtWur9mQd5nRaiMxZzDRKNcsAuR8_nvlDWNFbk2Ubj-mSapSh1H9d7AFWTRpEI6eZQlJRyzO6x8h1S1sUsoi1bpIkG-gDFygfm3RnPPO65f5a_ggn8,Peti Peti,,,,https://maps.google.com/?cid=10986636981577985984&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|address-first,7140,verified,address-first,גפניקה קריית גת קוויק,"אסתר המלכה 11, קרית גת",31.61,34.7717,ChIJvYSE3-OXAhURcoAgn7CMuJg,ג'פניקה קוויק קריית גת כשר,"אסתר המלכה 11, Kiryat Gat, Israel",31.636387400000004,34.7724356,1.000,2935,OPERATIONAL,food,asian_restaurant,asian_restaurant;restaurant;food;point_of_interest;establishment,,3.8,73,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 – 4:00 PM | Saturday: 9:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,yes,places/ChIJvYSE3-OXAhURcoAgn7CMuJg/photos/AaVGc3n06VkN680nDig2t1D80BnQTRXj2E-uaODyBBs_UzYt_byPkraOXAqKvWr_S-zzWxCA8rDimEvz_R3hJboB7Dr-aFTfxKGjovNG4fXhcVYzwJU7I10BUr0gB0hzYEXsZY2tD4wWoPm6fJqrT8mb_yEbDcWiXItO2bWIcadAKagPGsTzFZ-0uK6ydrhT06_4LDLu-b4O4Dzje0Y98oBDjLT56p4KXSwPbUuUYr3jmopw5qXOW9bAyhlBz2KZ7jePAUStw7sWDP2Zovj9EMkcx3LyVx4ScDy8oM1HROXS5L3A1VhT66vCc4gitlGY3dUYWCGPbKkvMa9E-JTh9v42dG_6vXEiQl-BptqmUifOK2njhMghOtMJxjQWEUdiP-sa02nzGTQljIiygmr_b-QPMJb5bp4MckKwg0tTvS9AX39AONFnShSBCcnQ6RLfbg,ג'פניקה קוויק קריית גת כשר,,,,https://maps.google.com/?cid=11004700379691647090&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
